index,year,month,page,content,html_tag
3568,1987,may,3,"these hadiths, he must have done this at the rate of one  hadith every 77 seconds! IN PRACTICAL TERMS, HE COULD NOT HAVE DONE  ANYTHING ELSE!",p
3569,1987,may,3,Each compiler of hadith had  collected hundreds of thousands of hadiths from which only a small fraction was  accepted; e.g. Bukhari found only 7397 hadiths (mere 2602 when repetitions are  eliminated) as worth recording,p
3570,1987,may,3,"from 600,000 hadiths he had collected. This  means that by this standard of quality control nearly 99% of them were rejected  and the higher the rejection rate, the more genuine the selected hadiths  were!!! Yet in all other matters, we go for the Kuffar QC standards which demand the exact opposite: the lower the rejection rate, the better  is the quality of the accepted items.!",p
3571,1987,may,3,Continued on page 4,p
3572,1987,may,3, ,p
3573,1987,may,3,sound hadiths,u
3574,1987,may,3,one  hadith every 77 seconds!,u
3575,1987,may,3,"the higher the rejection rate, the more genuine the selected hadiths  were!!!",u
3576,1987,may,3,"the lower the rejection rate, the better  is the quality of the accepted items.!",u
3577,1987,may,3,Studies in early Hadith literature,strong
3578,1987,may,3,"According to Ibn Hanbal, over 7,000,000 traditions were sound,  of which 6,000,000 were memorized by Abu Zur’ah”",strong
3579,1987,may,3,sound hadiths,strong
3580,1987,may,3,"one  hadith every 77 seconds! IN PRACTICAL TERMS, HE COULD NOT HAVE DONE  ANYTHING ELSE!",strong
3581,1987,may,3,hadith,strong
3582,1987,may,3,"the higher the rejection rate, the more genuine the selected hadiths  were!!!",strong
3583,1987,may,3,Kuffar QC standards,strong
3584,1987,may,3,"the lower the rejection rate, the better  is the quality of the accepted items.!",strong
3585,1987,may,4,"May 1987: Page 1, 
              2, 3, 4",p
3586,1987,may,4,"Submitters 
              Perspective",p
3587,1987,may,4,Page 4,p
3588,1987,may,4,MASJID TUCSON United Submitters International,p
3589,1987,may,4,PO Box 43476 Tucson AZ 85733-3476 USA,p
3590,1987,may,4,Tel/Fax: (520) 323 7636,p
3591,1987,may,4,Masjid Tucson site: http://www.masjidtucson.org,p
3592,1987,may,4,Masjid Tucson e-mail: info@masjidtucson.org,p
3593,1987,may,4,"Happiness is 
              Submission to God Alone",p
3594,1987,may,4,ISSN 1089-053X,p
3595,1987,may,4,"Keep up with history in the making. Subscribe 
              now. 
              $12/yr. U.S., Canada and Mexico, $19/yr. overseas.",p
3596,1987,may,4,"Following the  Monte Carlo Conference, I visited Egypt, where a mosque has been dedicated in  the most prestigious suburb of Cairo. I am very happy to report that there  is now in Egypt a powerful nucleus of true believers who have begun the  process of restoring Islam. They practice Islam on the basis of Qur’an the  whole Quran and nothing but Qur’an.",p
3597,1987,may,4,"VICTORY OF UIN IS PROCEEDING ACCORDING TO SCHEDULE.
          Satan’s forces are retreating in humiliation &  defeat.",p
3598,1987,may,4,SECOND INTERNATIONAL CONFERENCE OF UIN,u
3599,1987,may,4,"HELD IN MONTE CARLO APRIL 11, 12 & 13",u
3600,1987,may,4,in Egypt,u
3601,1987,may,4,VICTORY OF UIN IS PROCEEDING ACCORDING TO SCHEDULE.,u
3602,1987,may,4,Satan’s forces are retreating in humiliation &  defeat.,u
3603,1987,may,4,"More than 150 people from  Egypt, Iran, 
        France, Monaco, Sweden and  the USA
        attended the conference. The  lectures 
        and lively discussions dealt  with the latest
        developments in the  mathematical miracle 
        of the Qur’an and the  continuing process
        of restoring Islam to the  original Islam 
      of Muhammad.",h3
3604,1987,may,4,I am very happy to report that there  is now in Egypt a powerful nucleus of true believers who have begun the  process of restoring Islam. They practice Islam on the basis of Qur’an the  whole Quran and nothing but Qur’an.,strong
3605,1987,may,4,VICTORY OF UIN IS PROCEEDING ACCORDING TO SCHEDULE.,strong
3606,1987,may,4,Satan’s forces are retreating in humiliation &  defeat.,strong
3607,1987,jun,1,"June 1987: Page 1, 
              2, 3",p
3608,1987,jun,1,"Masjid 
              Tucson",p
3609,1987,jun,1,Page 1,p
3610,1987,jun,1," 
	In the name of God, Most Gracious, Most Merciful
	",p
3611,1987,jun,1,Muslim Perspective,p
3612,1987,jun,1,"Proclaiming 
                    the only religion acceptable to God",p
3613,1987,jun,1,"[No 
                    29]",p
3614,1987,jun,1,Shawwal 1407,p
3615,1987,jun,1,"Sheikh Metwally  El-Sha’rawy, former minister of religious affairs in Egypt, is the most  respected religious authority in the Arab world today.",p
3616,1987,jun,1,"With full  understanding that every human being is a potential believer, I write this  critic with the sincerest hope that Sheikh Sha’rawy and his millions of  admirers may see Satan’s tricks, and flee to God for their own salvation. This  critic is an act of love, not hate.",p
3617,1987,jun,1,I need not refer to  any detailed doctrines of Sheikh Sha’rawy; all I need is to discuss his famous  opening statement.,p
3618,1987,jun,1,Sheikh Sha’rawy  opens all his speeches like this:,p
3619,1987,jun,1,,p
3620,1987,jun,1,"“Praise be to  God, Lord of the universe, and peace and blessings upon the most honorable  messenger, our master, Muhammad, and upon his family and all his companions.”",p
3621,1987,jun,1, ,p
3622,1987,jun,1,"We learn from the  Qur’an, the word of God that came to us through Muhammad, that when Shaikh  Sha’rawy utters this statement, he is immediately dismissed from God’s grace  for breaking God’s laws and disobeying God and His final Prophet Muhammad. The  Qur’an orders us, repeatedly, that we must never give any distinction  to any one of God’s messengers (see 2:136, 2:285, 3:84, and 4:152). In  2:285, our Creator describes the true believers as saying, “We hear and we  obey” immediately after the commandment to give no distinction to  any particular messenger. This crucial word: “obey,” illustrates  the grossness of disobeying God and His Prophet by giving distinction  to any one of God’s messengers.",p
3623,1987,jun,1,"Disobeying God and  His messenger is punishable by eternal Hell: “Anyone who disobeys God and  His messenger has incurred the fire of Hell, wherein they abide forever.” (72:23)",p
3624,1987,jun,1,"My dear readers:  When Shaikh Sha’rawy calls Prophet ",p
3625,1987,jun,1,"Muhammad “the most honorable  messenger,” and “our master,” is he not violating God’s  commandments? Is he not disobeying God and His messenger? Is he not idolizing  the Prophet Muhammad against his will?",p
3626,1987,jun,1,"Needless to say,  unless Shaikh Sha’rawy repents, he will lead his millions of followers to one  place: Hell.",p
3627,1987,jun,1,"My experience with  similar individuals tells me that Sheikh Sha’rawy will probably justify his  actions by referring to the statements in the Qur’an  (2:253 and 17:55) that God has distinguished  certain messengers. Specifically, the Qur’an informs us that God has honored  Moses by speaking with him, distinguished Jesus by allowing him to revive the  dead, and David by granting him the Psalms. But we must remember that God, not  us, makes such distinctions; God does whatever He wills (see 21:23). It is a  statement of fact that God has distinguished His messengers in various ways. We  are clearly commanded “never to make any distinction among God’s  messengers.”",p
3628,1987,jun,1,SHAIKH METWALLY EL-SHA’RAWY,u
3629,1987,jun,1,Leading Millions of Muslims to Hell,u
3630,1987,jun,1,Indisputable Qur’anic Evidence Points Out The Right  Course,u
3631,1987,jun,1,For All Muslims,u
3632,1987,jun,1,"honorable  messenger, our master",u
3633,1987,jun,1,We hear and we  obey,u
3634,1987,jun,1,"“obey,”",u
3635,1987,jun,1,"disobeying ",u
3636,1987,jun,1,"the most honorable  messenger,”",u
3637,1987,jun,1," “our master,”",u
3638,1987,jun,1,SHAIKH METWALLY EL-SHA’RAWY,strong
3639,1987,jun,1,all,strong
3640,1987,jun,1,"“Praise be to  God, Lord of the universe, and peace and blessings upon the most honorable  messenger, our master,",strong
3641,1987,jun,1,we,strong
3642,1987,jun,1,"must never give any distinction  to any one of God’s messengers ",strong
3643,1987,jun,1,"immediately after ",strong
3644,1987,jun,1,"“obey,”",strong
3645,1987,jun,1,"disobeying ",strong
3646,1987,jun,1,"Anyone who disobeys God and  His messenger has incurred the fire of Hell, wherein they abide forever.” ",strong
3647,1987,jun,1,"the most honorable  messenger,” ",strong
3648,1987,jun,1," “our master,” ",strong
3649,1987,jun,1,never to,strong
3650,1987,jun,1,make any distinction among God’s  messengers.”,strong
3651,1987,jun,2,"June 1987: Page 1, 
              2, 3",p
3652,1987,jun,2,"Submitters 
              Perspective",p
3653,1987,jun,2,Page 2,p
3654,1987,jun,2,Those who worship Muhammad against his will  cannot get over the powerful Qur’anic assertions that the correct Shahadah is “LAA ELAAHA ELLA ALLAH (there is no good except Allah)”  without the hypocritical statement “Muhammad rasool Allah (Muhammad  is a messenger of God)” (see 63:1).,p
3655,1987,jun,2,Some traditional “Muslims” have been  attacking me for advocating “LAA ELAAHA ELLA ALLAH” (see the last  issue of M.P.)!!!,p
3656,1987,jun,2,"In this short comment, I just wish to  present the correct shahadah as stated by our Creator Himself, and  practiced by the angels and those who ",p
3657,1987,jun,2,"possess knowledge. Verse 18 of Sura 3  tells us precisely what the correct Shahadah is:
“God bears  witness that there is no god except He, and so do the angels and those  who possess knowledge.” This is the correct Shahadah as stated by  God Almighty and uttered by the Prophet Muhammad.",p
3658,1987,jun,2,"[1] EVOLUTION  or CREATION: The Final Argument
        A MESSAGE TO THE SUPREME COURT
        60-MINUTES VIDEO  PROGRAM 
        FULLY ILLUSTRATED AND DOCUMENTED",p
3659,1987,jun,2,"This program is  being telecast weekly across the USA. It seems that our Almighty Creator has  been preparing the world for this great Qur’anic triumph. We all know that  almost every single human being has given some thought to his or her origin. We  know that every high school graduate during the last 100 years, all over the  world, has come across the evolution/creation issue. See how mathematics, the  ultimate in scientific proof, obliterates evolution and Qur’anic mathematics",p
3660,1987,jun,2,incontrovertibly proves creation. Order your copy today for  $29.00. You will show this program to your family and friends with great  pride. The best and clearest illustration of the Qur’an’s mathematical miracle.,p
3661,1987,jun,2,[2] ENJOY QUR’AN AS NEVER BEFORE,p
3662,1987,jun,2,"The most beautiful  chanting by the great reciters Mustafa Ismail, Mahmoud Al-Banna, Mahmoud  Al-Husary, Abdul-Basit Abdul-Samad, Muhammad Al-Tablawy, Al-Minshawys, and  others. Along with the tape, you get ENGLISH TRANSLITERATION and ENGLISH  MEANING of every utterance on the tape, plus brief commentary in  English. WE GUARANTEE YOU AN ENJOYABLE EXPERIENCE or your money  back. This is a new revolutionary idea that will explode your Qur’anic  ",p
3663,1987,jun,2,"knowledge in a most enjoyable way. Every unit, with the printed material costs  $5.00. Units No. 1, 2, & 3, now available.",p
3664,1987,jun,2,Ask for “QUR’ANIC  ENJOYMENT” by unit number.,p
3665,1987,jun,2,[3]   LAST FEW COPIES IN THE WORLD,p
3666,1987,jun,2,"We have a few  copies left of the magnificent work of LIFE MAGAZINE photographers entitled MECCA, DOME OF THE ROCK, and WORLD OF ALLAH . We have discounted  these beautiful and massive books from 442.00 to only $14.00. Order these books  now and exhibit them in your living room. You have to hurry though; we expect  to run out of these books during the next 30 days.",p
3667,1987,jun,2,THE CORRECT SHAHADAH,u
3668,1987,jun,2,“LAA ELAAHA ELLA ALLAH,u
3669,1987,jun,2,"Muhammad rasool Allah ",u
3670,1987,jun,2,LAA ELAAHA ELLA ALLAH”,u
3671,1987,jun,2,"there is no god except He, ",u
3672,1987,jun,2,[1] EVOLUTION  or CREATION: The Final Argument,u
3673,1987,jun,2,A MESSAGE TO THE SUPREME COURT,u
3674,1987,jun,2,60-MINUTES VIDEO  PROGRAM,u
3675,1987,jun,2,FULLY ILLUSTRATED AND DOCUMENTED,u
3676,1987,jun,2,[2] ENJOY QUR’AN AS NEVER BEFORE,u
3677,1987,jun,2,ENGLISH TRANSLITERATION,u
3678,1987,jun,2,ENGLISH  MEANING,u
3679,1987,jun,2,WE GUARANTEE YOU AN ENJOYABLE EXPERIENCE,u
3680,1987,jun,2,"QUR’ANIC  ENJOYMENT” ",u
3681,1987,jun,2,[3]   LAST FEW COPIES IN THE WORLD,u
3682,1987,jun,2,,h3
3683,1987,jun,2,Shahadah,strong
3684,1987,jun,2,LAA ELAAHA ELLA ALLAH,strong
3685,1987,jun,2,"Muhammad rasool Allah ",strong
3686,1987,jun,2,LAA ELAAHA ELLA ALLAH”,strong
3687,1987,jun,2,M.P,strong
3688,1987,jun,2,"shahadah ",strong
3689,1987,jun,2,Shahadah,strong
3690,1987,jun,2,"God bears  witness that there is no god except He, and so do the angels and those  who possess knowledge.” ",strong
3691,1987,jun,2,Shahadah,strong
3692,1987,jun,2, ,strong
3693,1987,jun,2,[1] EVOLUTION  or CREATION: The Final Argument,strong
3694,1987,jun,2,A MESSAGE TO THE SUPREME COURT,strong
3695,1987,jun,2,60-MINUTES VIDEO  PROGRAM,strong
3696,1987,jun,2,FULLY ILLUSTRATED AND DOCUMENTED,strong
3697,1987,jun,2,"Qur’anic mathematics ",strong
3698,1987,jun,2,Order your,strong
3699,1987,jun,2,copy today for  $29.00.,strong
3700,1987,jun,2,[2] ENJOY QUR’AN AS NEVER BEFORE,strong
3701,1987,jun,2,ENGLISH TRANSLITERATION,strong
3702,1987,jun,2,ENGLISH  MEANING,strong
3703,1987,jun,2,WE GUARANTEE YOU AN ENJOYABLE EXPERIENCE,strong
3704,1987,jun,2,"QUR’ANIC  ENJOYMENT” ",strong
3705,1987,jun,2,[3]   LAST FEW COPIES IN THE WORLD,strong
3706,1987,jun,2,LIFE MAGAZINE,strong
3707,1987,jun,2,"MECCA, DOME OF THE ROCK",strong
3708,1987,jun,2,WORLD OF ALLAH,strong
3709,1987,jun,3,"June 1987: Page 1, 
              2, 3",p
3710,1987,jun,3,"Submitters 
              Perspective",p
3711,1987,jun,3,Page 3,p
3712,1987,jun,3,MASJID TUCSON United Submitters International,p
3713,1987,jun,3,PO Box 43476 Tucson AZ 85733-3476 USA,p
3714,1987,jun,3,Tel/Fax: (520) 323 7636,p
3715,1987,jun,3,Masjid Tucson site: http://www.masjidtucson.org,p
3716,1987,jun,3,Masjid Tucson e-mail: info@masjidtucson.org,p
3717,1987,jun,3,"Happiness is 
              Submission to God Alone",p
3718,1987,jun,3,ISSN 1089-053X,p
3719,1987,jun,3,"Keep up with history in the making. Subscribe 
              now. 
              $12/yr. U.S., Canada and Mexico, $19/yr. overseas.",p
3720,1987,jun,3,"If you haven’t  ordered the QUR’AN ENJOYMENT TAPES yet, you are missing a lot. Besides  their awesome beauty of recitation, they are the best way to learn the Qur’an  in its original language. The accompanying printed material provides the Arabic  Text, English Transliteration and English Translation that goes word by word  with the tape. Order your enjoyment today.",p
3721,1987,jun,3,"We learn from the Qur’an that God has put  in His message to us, 3:7, straightforward verses (Muhkamat ) and multi-meaning verses (Mutashabehat ). The straightforward  verses are described as “the essence of the book.” Thus, they constitute the  essential teachings of the Qur’an",p
3722,1987,jun,3,"     The Qur’an further points out a sure way  to recognize those with doubt in their hearts; they will dwell on the  multi-meaning verses (Mutashbehat ), seeking to assign one particular meaning to them, while  neglecting the essential verses (Mukhamat ).",p
3723,1987,jun,3,One of the multi-meaning verses of Qur’an  deals with the “woman’s beauty” (Zeenah ) [24:31].,p
3724,1987,jun,3,"What constitutes “beauty” of the woman? Is it her  eyes, her cheeks, her hair, her nose, … what?",p
3725,1987,jun,3,"It has turned out to be an obsession of  many Muslim men to demand that a Muslim woman must cover her hair, while these  particular men themselves are up to their eyebrows in idol-worship (see the  main article on Page 1). The tragedy is heightened by the Qur’anic fact that  idol worship is the absolute worst sin; worse than murder (except the premeditated  killing of a believer [4:93]), adultery and corruption. “Idol-worship is  the ONLY  unforgivable  sin”, when maintained until death.",p
3726,1987,jun,3,"    Nowhere in the Qur’an do we find the  requirement that a woman must cover her hair. The Qur’an orders the Muslim men  and women to dress modestly and subdue their eyes, ",p
3727,1987,jun,3,"and tells the Muslim women  specifically to lengthen their dresses and cover their chests (24:31 & 33:59). Many of these men, totally drowning in idol-worship, distort the  Arabic word “Khemar ,”  which simply means “cover”: any kind of cover, over anything (Khamr or  intoxicants, for example, cover the mind). They vehemently insist that  it is a cover that must come from above, after covering the woman’s hair. They  even dig up some Arabic dictionaries, written by equally oppressive men, that  advocate the same absurdity.
    However, since it is God’s law that those  with doubt in their hearts will always dwell on the multi-meaning verses,  we have to thank God for exposing them and keeping us informed about them.",p
3728,1987,jun,3,THE WOMAN’S HAIR,u
3729,1987,jun,3,Up to Their Eyebrows in Idolatry,u
3730,1987,jun,3,But Worried About The Woman’s Hair,u
3731,1987,jun,3,ONLY,u
3732,1987,jun,3," ",u
3733,1987,jun,3,"to lengthen their dresses and cover their chests ",u
3734,1987,jun,3,"QUR’AN ENJOYMENT TAPES ",strong
3735,1987,jun,3,Muhkamat,strong
3736,1987,jun,3,Mutashabehat,strong
3737,1987,jun,3,Mutashbehat,strong
3738,1987,jun,3,Mukhamat,strong
3739,1987,jun,3,"Zeenah ",strong
3740,1987,jun,3,Idol-worship is  the ONLY,strong
3741,1987,jun,3,"unforgivable  sin”, ",strong
3742,1987,jun,3,"to lengthen their dresses and cover their chests ",strong
3743,1987,jun,3,Khemar,strong
3744,1987,jun,3,cover,strong
3745,1987,jun,3,"Khamr ",strong
3746,1987,jun,3,"cover ",strong
3747,1987,jun,3,those  with doubt in their hearts will always dwell on the multi-meaning verses,strong
3748,1987,jul,1,"July 1987: Page 1, 
              2, 3",p
3749,1987,jul,1,"Masjid 
              Tucson",p
3750,1987,jul,1,Page 1,p
3751,1987,jul,1," 
	In the name of God, Most Gracious, Most Merciful
	",p
3752,1987,jul,1,Muslim Perspective,p
3753,1987,jul,1,"Proclaiming 
                    the only religion acceptable to God",p
3754,1987,jul,1,"[No 
                    30]",p
3755,1987,jul,1,Dhul Qi'dah 1407,p
3756,1987,jul,1,"The Almighty Author of the Qur’an has  decreed in Sura 15, Verse 9, that the Holy Qur’an, God’s final message to the  world, shall be perfectly preserved until the end of the world.",p
3757,1987,jul,1,"Today, with the discovery of the Qur’an’s  miraculous mathematical composition (see THE COMPUTER SPEAKS: GOD’S MESSAGE  TO THE WORLD, published by this Masjid), we KNOW that every  single letter in the Qur’an has been perfectly preserved. Not only does the  Qur’an’s supernatural mathematical system prove that the Qur’an has been perfectly  preserved, it also guarantees the Qur’an’s preservation forever.",p
3758,1987,jul,1,"What does perfect preservation of the  Qur’an exactly mean? Just as  the word “preservation” implies, this means that every single letter in the  Qur’an has been divinely protected; not a single letter has been lost. ",p
3759,1987,jul,1,"Yet, some people have noted that the Qur’an  has been, and is being, printed incorrectly in many parts of the  world. Does this mean that the Qur’an has not been preserved? NOT AT ALL. Because the Qur’an, the correct Qur’an, the complete Qur’an, continues to  exist. We know exactly what it looks like; we know exactly how many letters it  contains, and we know exactly what extraneous materials have been injected and  what distortions have taken place, either inadvertently or purposely. 
      ",p
3760,1987,jul,1,"Shown below are photocopies from three  popular translations of Qur’an, with the Arabic text written incorrectly. The  verses shown are the very first Qur’anic revelation. 
	",p
3761,1987,jul,1,"The Qur’an’s sentry, the extraordinary mathematical code, dictates 
        that the first revelation of Qur’an consists of 19 
        words and 76 letters (19x4). 
        The reader will note that the three translations exhibit 78 letters, not 
        76  (19x4).",p
3762,1987,jul,1," 
      ",p
3763,1987,jul,1,,p
3764,1987,jul,1,"This violates the Qur’an’s mathematical code, and is caused 
        by the erroneous writing of the word “Insaan” 
        (Human being). The reader will note that this word is written in the three 
        versions with an extra letter “Alef.” Since 
        there are two such words in the first Qur’anic revelation, two extraneous 
        letters appeared, causing the erroneous total of 78 letters.",p
3765,1987,jul,1,Continued on page 2,p
3766,1987,jul,1,"KNOW ",u
3767,1987,jul,1,"guarantees ",u
3768,1987,jul,1,exactly,u
3769,1987,jul,1,"incorrectly ",u
3770,1987,jul,1,19,u
3771,1987,jul,1,76,u
3772,1987,jul,1,19x4,u
3773,1987,jul,1,76,u
3774,1987,jul,1,shall be perfectly preserved until the end of the world,strong
3775,1987,jul,1,.,strong
3776,1987,jul,1,"THE COMPUTER SPEAKS: GOD’S MESSAGE  TO THE WORLD, ",strong
3777,1987,jul,1,"KNOW ",strong
3778,1987,jul,1,"guarantees ",strong
3779,1987,jul,1,"What does perfect preservation of the  Qur’an exactly mean? ",strong
3780,1987,jul,1,"incorrectly ",strong
3781,1987,jul,1,NOT AT ALL.,strong
3782,1987,jul,1,19,strong
3783,1987,jul,1,76,strong
3784,1987,jul,1,19x4,strong
3785,1987,jul,1,76,strong
3786,1987,jul,1,Insaan,strong
3787,1987,jul,1,Alef,strong
3788,1987,jul,2,"July 1987: Page 1, 
              2, 3",p
3789,1987,jul,2,"Submitters 
              Perspective",p
3790,1987,jul,2,Page 2,p
3791,1987,jul,2,Continued from page 1,p
3792,1987,jul,2,"The correct writing of these verses, is  shown below from an Azhar-approved Qur’an that conforms to the original Qur’an  as written by Muhammad’s own hand (see M.P. of April 1986). The reader  will note that the number of words is 19, and the number of  letters is 19 x 4=76.",p
3793,1987,jul,2,,p
3794,1987,jul,2,"This bulletin has published overwhelming  evidence, supported by the indisputable physical facts of the Qur’an’s  mathematical system, proving that two false statements were tacked to the end  of Qur’an (according to its chronological order of revelation) a few years  after the Prophet’s death. The following is a condensed summary of the  accumulating evidence:",p
3795,1987,jul,2,"1. The count of the  most important word in Qur’an, the word ALLAH,  is 2699 when the last two verses of  Sura 9      are included, and 2698  (19x142)  when these two verses  are excluded.",p
3796,1987,jul,2,"2. The count of the  word ELAH (god) is 96 when Verses 9:128 &129 are included,  and 95 (19x5) when these two verses are excluded.",p
3797,1987,jul,2,"3. The count of the  word RABB (Lord) is 970 with the two statements, and 969  (19x51) without them.",p
3798,1987,jul,2,4. The count of the  word RAHEEM (merciful) is 115 when,p
3799,1987,jul,2,the two statements are  included and 114 (19x6) when  they are excluded.,p
3800,1987,jul,2,5. The count of the  word RASOOL (messenger) is 115 with the two verses and 114  (19x6) without them.,p
3801,1987,jul,2,"6. The word ANFUS (Selves) occurs 153 times when the two statements are included, and 152  (19x8) when they are  excluded.",p
3802,1987,jul,2,7. The word TAWALLOW occurs 20 times when 9:   128  & 129 are included; 19 times when they are excluded.,p
3803,1987,jul,2,"8. The frequency of  the word TAWAKKALT (1 Trust) is 58 when the two statements are  counted, and 57 (19x3)        when they are not counted.",p
3804,1987,jul,2,"9. The word ‘ARSH (Throne or Dominion) occurs 20 times when the two false verses 9: 128 &129  are counted,           and 19 times  without them.",p
3805,1987,jul,2,"Thus, there are 9 crucial violations of the Qur’an’s mathematical code, and all 9 violations  are located in the last two  verses of Sura 9.",p
3806,1987,jul,2,"10. The “BISMILLAH” (The opening statement for every Sura) is missing from Sura 9, making  it the only Sura that does not  open IN THE NAME OF GOD.",p
3807,1987,jul,2,"11. According to  such famous, classic, references as AL-BUKHARY,  AL-SUYOOTY, & IBN KATHEER, which deal with the history of  Qur’an, every single verse in the Qur’an was verified by a multiplicity of witnesses, “except the  last two verses of Sura 9.”",p
3808,1987,jul,2,"12. The one witness  of source of these two verses is claimed to be Khuzeimah Ibn Thaabet  Al-Ansaary, according to these  famous references.",p
3809,1987,jul,2,"13. Khuzeimah Ibn  Thaabet Al-Ansaary happens to be a late Medinan Muslim, while the last two  verse of Sura 9 are universally  labeled as “Meccan Verses,” as documented below:",p
3810,1987,jul,2,"14. The classic  sources of Qur’anic history have reported that the Umayyad Khalifa Marwan Ibn  Al-Hakam, who died 68 yrs after Hijrah, destroyed the original Qur’an “fearing  it might become the cause for new disputes!!!” (see ‘ULUM AL-QUR’AN by  Ahmad Von Dennffer, The Islamic Foundation, 1983, Page 56.) If the original Qur’an were identical with the Qur’ans in existence, why should  Marwan destroy it? The reader is urged to review the Muslim Perspective issues of March 1985, April 1985, September 1986 & May 1987.",p
3811,1987,jul,2,"As mentioned above, the erroneous  printings of the Qur’an around the world, the addition of extraneous letters or  sentences, and the common practice of adding exegeses, interpretations,  explanations, commentaries, subtitles, footnotes, etc., all these extraneous  materials never negate the fact that Qur’an, the complete Qur’an has continued  to exist, and will always exist, perfectly intact.",p
3812,1987,jul,2,"Note: Not only did the enemies of Qur’an add two  false verses, they added
                9 huge volumes of Hadith to the teachings of Islam.",p
3813,1987,jul,2,19,u
3814,1987,jul,2,19 x 4=76.,u
3815,1987,jul,2,"ALLAH,  ",u
3816,1987,jul,2,2698  (19x142),u
3817,1987,jul,2,"ELAH ",u
3818,1987,jul,2,95 (19x5),u
3819,1987,jul,2,RABB,u
3820,1987,jul,2,969  (19x51),u
3821,1987,jul,2,"RAHEEM ",u
3822,1987,jul,2,114 (19x6),u
3823,1987,jul,2,RASOOL,u
3824,1987,jul,2,114  (19x6),u
3825,1987,jul,2," ",u
3826,1987,jul,2," ANFUS",u
3827,1987,jul,2,152  (19x8),u
3828,1987,jul,2,"TAWALLOW ",u
3829,1987,jul,2,19,u
3830,1987,jul,2,"TAWAKKALT ",u
3831,1987,jul,2,57 (19x3),u
3832,1987,jul,2,‘ARSH,u
3833,1987,jul,2,19,u
3834,1987,jul,2,9,u
3835,1987,jul,2,9,u
3836,1987,jul,2,9,u
3837,1987,jul,2,,u
3838,1987,jul,2," The “BISMILLAH” ",u
3839,1987,jul,2,IN THE NAME OF GOD.,u
3840,1987,jul,2,except the  last two verses of Sura 9.”,u
3841,1987,jul,2,Meccan Verses,u
3842,1987,jul,2,"“fearing  it might become the cause for new disputes!!!” ",u
3843,1987,jul,2,perfectly intact,u
3844,1987,jul,2,"Note: Not only did the enemies of Qur’an add two  false verses, they added",u
3845,1987,jul,2,,u
3846,1987,jul,2,9 huge volumes of Hadith to the teachings of Islam.,u
3847,1987,jul,2,M.P.,strong
3848,1987,jul,2,19,strong
3849,1987,jul,2,19 x 4=76.,strong
3850,1987,jul,2,"ALLAH,  ",strong
3851,1987,jul,2,2698  (19x142),strong
3852,1987,jul,2,"ELAH ",strong
3853,1987,jul,2,95 (19x5),strong
3854,1987,jul,2,RABB,strong
3855,1987,jul,2,969  (19x51),strong
3856,1987,jul,2,"RAHEEM ",strong
3857,1987,jul,2,114 (19x6),strong
3858,1987,jul,2,RASOOL,strong
3859,1987,jul,2,114  (19x6),strong
3860,1987,jul,2,ANFUS,strong
3861,1987,jul,2,152  (19x8),strong
3862,1987,jul,2,"TAWALLOW ",strong
3863,1987,jul,2,19,strong
3864,1987,jul,2,"TAWAKKALT ",strong
3865,1987,jul,2,57 (19x3),strong
3866,1987,jul,2,‘ARSH,strong
3867,1987,jul,2,19,strong
3868,1987,jul,2,9,strong
3869,1987,jul,2,9,strong
3870,1987,jul,2," ",strong
3871,1987,jul,2,9,strong
3872,1987,jul,2,"“BISMILLAH” ",strong
3873,1987,jul,2,IN THE NAME OF GOD.,strong
3874,1987,jul,2,"AL-BUKHARY,  AL-SUYOOTY, & IBN KATHEER",strong
3875,1987,jul,2,except the  last two verses of Sura 9.”,strong
3876,1987,jul,2,Meccan Verses,strong
3877,1987,jul,2,Hijrah,strong
3878,1987,jul,2,"“fearing  it might become the cause for new disputes!!!” ",strong
3879,1987,jul,2,"ULUM AL-QUR’AN ",strong
3880,1987,jul,2," ",strong
3881,1987,jul,2,Muslim Perspective,strong
3882,1987,jul,2,perfectly intact,strong
3883,1987,jul,2,"Not only did the enemies of Qur’an add two  false verses, they added",strong
3884,1987,jul,2,,strong
3885,1987,jul,3,"July 1987: Page 1, 
              2, 3",p
3886,1987,jul,3,"Submitters 
              Perspective",p
3887,1987,jul,3,Page 3,p
3888,1987,jul,3,MASJID TUCSON United Submitters International,p
3889,1987,jul,3,PO Box 43476 Tucson AZ 85733-3476 USA,p
3890,1987,jul,3,Tel/Fax: (520) 323 7636,p
3891,1987,jul,3,Masjid Tucson site: http://www.masjidtucson.org,p
3892,1987,jul,3,Masjid Tucson e-mail: info@masjidtucson.org,p
3893,1987,jul,3,"Happiness is 
              Submission to God Alone",p
3894,1987,jul,3,ISSN 1089-053X,p
3895,1987,jul,3,"Keep up with history in the making. Subscribe 
              now. 
              $12/yr. U.S., Canada and Mexico, $19/yr. overseas.",p
3896,1987,jul,3,"A new postage stamp has been issued in Egypt  featuring a large number 19, the common denominator throughout  the Qur’an, as well as God’s previous scriptures (see M.P. of  August 1985).",p
3897,1987,jul,3,"All of the Qur’an’s initials (A.L.M., Q, N, Y.S., H.M., K.H.Y.’A.S, etc) occur in their chapters in  multiples of 19, without a single exception.",p
3898,1987,jul,3,We are still waiting for any disbeliever  to explain this supernatural phenomenon:,p
