document_slug,document_title,pdf_page,printed_page,segment,bbox_normalized,raw_ocr,normalized_text,quran_reference,match_score,ocr_confidence,status
quran_visual_presentation_of_the_miracle,Quran - Visual Presentation of the Miracle,249,,1,"[0.0, 0.103846, 0.016529, 0.285714]",ب a‏ ماسوو سس بو,ب a‏ ماسوو سس بو,,0,19.44,ocr_unverified_arabic
quran_hadith_and_islam,"Quran, Hadith, and Islam",1,,1,"[0.05, 0.05, 0.95, 0.95]",بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم,1:1,100,100,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",4,,1,"[0.136622, 0.568659, 0.829222, 0.619548]",© يموق‎ دحك سو[ NNT َوأطيع‎ PS ire ss Zayas,وَأَقِیمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَأَطِیعُوا۟ ٱلرَّسُولَ لَعَلَّكُمۡ تُرۡحَمُونَ,24:56,57.14,29.61,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",9,,1,"[0.145597, 0.42936, 0.83871, 0.593267]","spa ويه ونَاسمالا,‎ ae pes
wI 7 ب‎ 4 جد ee
فلمو نولاق‎ oN Kee 0",وَإِذَا تُتۡلَىٰ عَلَیۡهِمۡ ءَایَاتُنَا بَیِّنَـٰتࣲ قَالَ ٱلَّذِینَ لَا یَرۡجُونَ لِقَاۤءَنَا ٱئۡتِ بِقُرۡءَانٍ غَیۡرِ هَـٰذَاۤ أَوۡ بَدِّلۡهُۚ قُلۡ مَا یَكُونُ لِیۤ أَنۡ أُبَدِّلَهُۥ مِن تِلۡقَاۤىِٕ نَفۡسِیۤۖ إِنۡ أَتَّبِعُ إِلَّا مَا یُوحَىٰۤ إِلَیَّۖ إِنِّیۤ أَخَافُ إِنۡ عَصَیۡتُ رَبِّی عَذَابَ یَوۡمٍ عَظِیمࣲ,10:15,52.17,30.833333333333332,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",18,15,1,"[0.16578, 0.497436, 0.636525, 0.567949]",دورول نسْتدَمَكه bs‏ ©,دورول نسْتدَمَكه bs‏ ©,,0,33.16,ocr_unverified_arabic
quran_hadith_and_islam,"Quran, Hadith, and Islam",20,17,1,"[0.068847, 0.583487, 0.92685, 0.746765]","3 كاه يعية تبره واتاجاء 2ن ©
dips aes rasa نه‎ i hse! ce الوا‎ Hf",أَن جَاۤءَهُ ٱلۡأَعۡمَىٰ,80:2,69.57,24.95,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",26,,1,"[0.126457, 0.586161, 0.895964, 0.69328]","eho جب ركز برد‎ ||“
| اعد انمه"" ( سورة القصس‎ )","eho جب ركز برد‎ ||“
| اعد انمه"" ( سورة القصس‎ )",,0,54.53,ocr_unverified_arabic
quran_hadith_and_islam,"Quran, Hadith, and Islam",29,,1,"[0.284734, 0.395508, 0.921955, 0.429819]",Le”‏ بسنتى وسنة الخلفا* الراشدين من بعدى 5 You,Le”‏ بسنتى وسنة الخلفا* الراشدين من بعدى 5 You,,0,79.06,ocr_unverified_arabic
quran_hadith_and_islam,"Quran, Hadith, and Islam",33,30,1,"[0.321492, 0.485275, 0.706927, 0.537772]",Avo يروس ولاهنما‎,قُل لَّاۤ أَمۡلِكُ لِنَفۡسِی ضَرࣰّا وَلَا نَفۡعًا إِلَّا مَا شَاۤءَ ٱللَّهُۗ لِكُلِّ أُمَّةٍ أَجَلٌۚ إِذَا جَاۤءَ أَجَلُهُمۡ فَلَا یَسۡتَـٔۡخِرُونَ سَاعَةࣰ وَلَا یَسۡتَقۡدِمُونَ,10:49,58.33,27.11,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",36,33,1,"[0.064991, 0.592705, 0.90208, 0.798176]","كذ الهم وفروهوعلييم م ا‎ 2 pay
“قر لع هبه‎ “A.C.
مون ]وت ذل كسد اماقرأ Eps‏",عَلَّمَ ٱلۡقُرۡءَانَ,55:2,66.67,28.38,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",37,34,1,"[0.104762, 0.397146, 0.916017, 0.636742]","«السابع ‏ النهى عن كتابة غير القران»
يع { ِ 489 لاسن بع لق اا عا ما ل سار لفاح للا و شاد د تكد
عن أبى سعيد الخدرى رضى الله عنه قال': قال رسول الله صلى الله
ote‏ حيس 2 ade‏ 5 جه مااع ” tA‏ es سي .”م
عَلِبْهِ وَسَلمِ : «لاتكتبوا Ee‏ سوى Ta‏ eS
2 لب oot‏ هه (
(احمد > ١‏ اص ١9١‏ ومسلم)","«السابع ‏ النهى عن كتابة غير القران»
يع { ِ 489 لاسن بع لق اا عا ما ل سار لفاح للا و شاد د تكد
عن أبى سعيد الخدرى رضى الله عنه قال': قال رسول الله صلى الله
ote‏ حيس 2 ade‏ 5 جه مااع ” tA‏ es سي .”م
عَلِبْهِ وَسَلمِ : «لاتكتبوا Ee‏ سوى Ta‏ eS
2 لب oot‏ هه (
(احمد > ١‏ اص ١9١‏ ومسلم)",,0,54.76285714285715,ocr_unverified_arabic
quran_hadith_and_islam,"Quran, Hadith, and Islam",45,,1,"[0.164468, 0.368269, 0.864556, 0.691951]","© وده الشْبورِعن أله أشنا عسو برا في سوراف كبا سو
Male ee وما وم و2 وساي‎
= “3 Aree ac lor ff تدع‎ لس da مم‎
al مَالْكَدِرنَ‎ ©",إِنَّ عِدَّةَ ٱلشُّهُورِ عِندَ ٱللَّهِ ٱثۡنَا عَشَرَ شَهۡرࣰا فِی كِتَـٰبِ ٱللَّهِ یَوۡمَ خَلَقَ ٱلسَّمَـٰوَ ٰ⁠تِ وَٱلۡأَرۡضَ مِنۡهَاۤ أَرۡبَعَةٌ حُرُمࣱۚ ذَ ٰ⁠لِكَ ٱلدِّینُ ٱلۡقَیِّمُۚ فَلَا تَظۡلِمُوا۟ فِیهِنَّ أَنفُسَكُمۡۚ وَقَـٰتِلُوا۟ ٱلۡمُشۡرِكِینَ كَاۤفَّةࣰ كَمَا یُقَـٰتِلُونَكُمۡ كَاۤفَّةࣰۚ وَٱعۡلَمُوۤا۟ أَنَّ ٱللَّهَ مَعَ ٱلۡمُتَّقِینَ,9:36,57.63,35.045,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",54,51,1,"[0.153571, 0.561404, 0.860714, 0.661222]","hereon Se eG د‎ (الكبف) ا
ii Maley بتاعا‎ OCC Ss
وه يم",وَمَنۡ أَظۡلَمُ مِمَّن ذُكِّرَ بِـَٔایَـٰتِ رَبِّهِۦ فَأَعۡرَضَ عَنۡهَا وَنَسِیَ مَا قَدَّمَتۡ یَدَاهُۚ إِنَّا جَعَلۡنَا عَلَىٰ قُلُوبِهِمۡ أَكِنَّةً أَن یَفۡقَهُوهُ وَفِیۤ ءَاذَانِهِمۡ وَقۡرࣰاۖ وَإِن تَدۡعُهُمۡ إِلَى ٱلۡهُدَىٰ فَلَن یَهۡتَدُوۤا۟ إِذًا أَبَدࣰا,18:57,50.0,42.18333333333333,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",60,57,1,"[0.153987, 0.223417, 0.807516, 0.465352]","SAG AGE Ee ob ) (الجاعية‎
هته يك‎
| ie oy as BME 0 ره ك0‎ 52,5
ولام نين دون PY‏ 1 PAYLIN © عدا",تِلۡكَ ءَایَـٰتُ ٱللَّهِ نَتۡلُوهَا عَلَیۡكَ بِٱلۡحَقِّۖ فَبِأَیِّ حَدِیثِۭ بَعۡدَ ٱللَّهِ وَءَایَـٰتِهِۦ یُؤۡمِنُونَ,45:6,54.55,36.7825,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",61,58,1,"[0.191189, 0.542683, 0.844555, 0.68459]","وها ل رع HL ARPA‏
رو لكا تين © رفير :ينا رهزا
3 لمن سام لكر انين عايأيره","وها ل رع HL ARPA‏
رو لكا تين © رفير :ينا رهزا
3 لمن سام لكر انين عايأيره",,0,30.11,ocr_unverified_arabic
quran_hadith_and_islam,"Quran, Hadith, and Islam",69,,1,"[0.182287, 0.735706, 0.711092, 0.787631]",َل الكت منصلا )114 :6(,أَفَغَیۡرَ ٱللَّهِ أَبۡتَغِی حَكَمࣰا وَهُوَ ٱلَّذِیۤ أَنزَلَ إِلَیۡكُمُ ٱلۡكِتَـٰبَ مُفَصَّلࣰاۚ وَٱلَّذِینَ ءَاتَیۡنَـٰهُمُ ٱلۡكِتَـٰبَ یَعۡلَمُونَ أَنَّهُۥ مُنَزَّلࣱ مِّن رَّبِّكَ بِٱلۡحَقِّۖ فَلَا تَكُونَنَّ مِنَ ٱلۡمُمۡتَرِینَ,6:114,66.67,56.6,canonical_quran_match
quran_hadith_and_islam,"Quran, Hadith, and Islam",90,87,1,"[0.203083, 0.438404, 0.757026, 0.481781]",nay لديم دون ذاه ا‎ @,وَإِذَا ذُكِرَ ٱللَّهُ وَحۡدَهُ ٱشۡمَأَزَّتۡ قُلُوبُ ٱلَّذِینَ لَا یُؤۡمِنُونَ بِٱلۡـَٔاخِرَةِۖ وَإِذَا ذُكِرَ ٱلَّذِینَ مِن دُونِهِۦۤ إِذَا هُمۡ یَسۡتَبۡشِرُونَ,39:45,66.67,32.17,canonical_quran_match
islam_volume_1,Islam - Volume 1,1,,1,"[0.05, 0.05, 0.95, 0.95]",بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم,1:1,100,100,canonical_quran_match
islam_volume_1,Islam - Volume 1,3,,1,"[0.263422, 0.32101, 0.607731, 0.357078]",نيد ]أن كلدك,نيد ]أن كلدك,,0,26.7,ocr_unverified_arabic
islam_volume_1,Islam - Volume 1,27,,1,"[0.234467, 0.344454, 0.648669, 0.429216]","5 ner لمت سرع سك‎ 2
OE Alsi يعرف‎",إِذۡ قَالَتِ ٱلۡمَلَـٰۤىِٕكَةُ یَـٰمَرۡیَمُ إِنَّ ٱللَّهَ یُبَشِّرُكِ بِكَلِمَةࣲ مِّنۡهُ ٱسۡمُهُ ٱلۡمَسِیحُ عِیسَى ٱبۡنُ مَرۡیَمَ وَجِیهࣰا فِی ٱلدُّنۡیَا وَٱلۡـَٔاخِرَةِ وَمِنَ ٱلۡمُقَرَّبِینَ,3:45,50.0,21.590000000000003,canonical_quran_match
islam_volume_1,Islam - Volume 1,32,26,1,"[0.360284, 0.667719, 0.614184, 0.691614]",َتَحَرَلَة رد درا‎,َتَحَرَلَة رد درا‎,,0,12.46,ocr_unverified_arabic
islam_volume_1,Islam - Volume 1,34,28,1,"[0.258317, 0.339946, 0.804305, 0.422453]","AAs © نديد أمَاسَابعَرضْوا شل‎
ون طلس الألؤر وذو‎ Juipses",یَـٰۤأَهۡلَ ٱلۡكِتَـٰبِ قَدۡ جَاۤءَكُمۡ رَسُولُنَا یُبَیِّنُ لَكُمۡ كَثِیرࣰا مِّمَّا كُنتُمۡ تُخۡفُونَ مِنَ ٱلۡكِتَـٰبِ وَیَعۡفُوا۟ عَن كَثِیرࣲۚ قَدۡ جَاۤءَكُم مِّنَ ٱللَّهِ نُورࣱ وَكِتَـٰبࣱ مُّبِینࣱ ﴿١٥﴾ یَهۡدِی بِهِ ٱللَّهُ مَنِ ٱتَّبَعَ رِضۡوَ ٰ⁠نَهُۥ سُبُلَ ٱلسَّلَـٰمِ وَیُخۡرِجُهُم مِّنَ ٱلظُّلُمَـٰتِ إِلَى ٱلنُّورِ بِإِذۡنِهِۦ وَیَهۡدِیهِمۡ إِلَىٰ صِرَ ٰ⁠طࣲ مُّسۡتَقِیمࣲ ﴿١٦﴾,5:15-16,54.84,25.905,canonical_quran_match
islam_volume_1,Islam - Volume 1,38,,1,"[0.434295, 0.552299, 0.717147, 0.582056]","2 لوهس 0 ,2% ,2 =
ولو كن ونه ورك BM‏","2 لوهس 0 ,2% ,2 =
ولو كن ونه ورك BM‏",,0,23.775,ocr_unverified_arabic
islam_volume_1,Islam - Volume 1,62,59,1,"[0.599262, 0.143372, 0.668635, 0.16862]",يَعُدنُ©‎,يَعُدنُ©‎,,0,0.0,ocr_unverified_arabic
islam_volume_1,Islam - Volume 1,74,,1,"[0.616609, 0.41028, 0.704498, 0.422904]","مقعم !""أله‎ 3.","مقعم !""أله‎ 3.",,0,45.2,ocr_unverified_arabic
islam_volume_1,Islam - Volume 1,75,72,1,"[0.342068, 0.412985, 0.818697, 0.432372]",Al-Shu‘ara’ 26. ما مو مل ممم م هملع‎,وَءَاتُوا۟ ٱلۡیَتَـٰمَىٰۤ أَمۡوَ ٰ⁠لَهُمۡۖ وَلَا تَتَبَدَّلُوا۟ ٱلۡخَبِیثَ بِٱلطَّیِّبِۖ وَلَا تَأۡكُلُوۤا۟ أَمۡوَ ٰ⁠لَهُمۡ إِلَىٰۤ أَمۡوَ ٰ⁠لِكُمۡۚ إِنَّهُۥ كَانَ حُوبࣰا كَبِیرࣰا,4:2,57.14,38.76,canonical_quran_match
the_computer_speaks,The Computer Speaks: God's Message to the World,3,,1,"[0.081181, 0.256979, 0.929889, 0.284072]",جد جد جد جد جد جد جد جد + جد جد جد داج + جد جد جد EEE‏ + جاخ جد + داج,جد جد جد جد جد جد جد جد + جد جد جد داج + جد جد جد EEE‏ + جاخ جد + داج,,0,47.2,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,7,3,1,"[0.32746, 0.58737, 0.701909, 0.594291]",ع و ييه بي و يي يي ييه‎,ع و ييه بي و يي يي ييه‎,,0,21.39,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,9,58,1,"[0.172043, 0.332494, 0.670699, 0.34005]",ييه يع يجيي يي يي يي يم يوم مي يعي,ييه يع يجيي يي يي يي يم يوم مي يعي,,0,26.64,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,10,6,1,"[0.514865, 0.361558, 0.686486, 0.618967]","سات مويه Sl‏ طساس امو ع ا
azo‏ ع و ل ع د ل م ع م د سعد ماع جد","سات مويه Sl‏ طساس امو ع ا
azo‏ ع و ل ع د ل م ع م د سعد ماع جد",,0,39.825,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,11,7,1,"[0.235127, 0.181818, 0.626062, 0.189537]",عي وي م عي يمي يي‎,عي وي م عي يمي يي‎,,0,26.66,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,14,10,1,"[0.283765, 0.110645, 0.658936, 0.117351]",عع يي يي يي يي م يمي يميه,عع يي يي يي يي م يمي يميه,,0,25.86,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,20,16,1,"[0.352703, 0.079623, 0.737838, 0.104452]",موه موف ممه ممم مومه,موه موف ممه ممم مومه,,0,9.71,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,20,16,2,"[0.352703, 0.124144, 0.736486, 0.131849]",عع يي يي,عع يي يي,,0,25.25,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,20,16,3,"[0.213514, 0.868151, 0.831081, 0.886986]",4 لان > 11771 تطعه‎ 69,4 لان > 11771 تطعه‎ 69,,0,72.91,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,21,7,1,"[0.233062, 0.094828, 0.605691, 0.101724]",عي يي يجي يي يم يعي,عي يي يجي يي يم يعي,,0,19.69,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,25,21,1,"[0.440678, 0.32409, 0.480226, 0.882149]",PNA‏ VN PANY‏ ادعام تقايم جم دك ايم ايم تجاذم نر نح نم ذم ذم نع دز تم ايع ادم ذم دم نم يم يم انم ذم تم احم اتنايم,PNA‏ VN PANY‏ ادعام تقايم جم دك ايم ايم تجاذم نر نح نم ذم ذم نع دز تم ايع ادم ذم دم نم يم يم انم ذم تم احم اتنايم,,0,33.68,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,30,26,1,"[0.314865, 0.125641, 0.687838, 0.132479]",ممعم مه مووي وميه 0,ممعم مه مووي وميه 0,,0,11.49,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,33,29,1,"[0.235808, 0.125645, 0.636099, 0.134251]",ع يي يي يي عه‎,ع يي يي يي عه‎,,0,22.63,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,38,0,1,"[0.473011, 0.339211, 0.512784, 0.878254]",ههه هه DD‏ DD هاه شه هاه ها ماه هاه ماه ها هاه هاه ها هاه هاه هاه هم هاه هاه هاه,ههه هه DD‏ DD هاه شه هاه ها ماه هاه ماه ها هاه هاه ها هاه هاه هاه هم هاه هاه هاه,,0,58.75,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,40,36,1,"[0.331939, 0.094991, 0.715481, 0.102763]",عع عن أي يي يميم يي وميه,عع عن أي يي يميم يي وميه,,0,22.05,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,41,7,1,"[0.432511, 0.33677, 0.473149, 0.896048]",انك ان ان ان ان ان ان ان ان ان انا انك ان إن ان انك ان ان إن ال أن أن ال إن لان انا إل انك ان انا ان ان انك ان ان انا انا اا انا الك,انك ان ان ان ان ان ان ان ان ان انا انك ان إن ان انك ان ان إن ال أن أن ال إن لان انا إل انك ان انا ان ان انك ان ان انا انا اا انا الك,,0,47.96,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,43,39,1,"[0.438438, 0.34589, 0.48048, 0.896404]",ص كص وص كج كحي عق ا ا ا ا قن نوا إن اص ان أن إن إن إن ان ال ان إن أن أن ان أن إل ان اك,ص كص وص كج كحي عق ا ا ا ا قن نوا إن اص ان أن إن إن إن ان ال ان إن أن أن ان أن إل ان اك,,0,45.15,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,45,41,1,"[0.438218, 0.369805, 0.478448, 0.891433]",هج يج جوج ج ج هج وج جو هن ص صو جص جمس جص هت جه جد رد يديد,هج يج جوج ج ج هج وج جو هن ص صو جص جمس جص هت جه جد رد يديد,,0,32.6,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,47,43,1,"[0.262482, 0.101266, 0.653352, 0.108017]",يي يي يي يي يي يميه,يي يي يي يي يي يميه,,0,25.84,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,57,53,1,"[0.259312, 0.131424, 0.651862, 0.139848]",يي يي يي يي يي,يي يي يي يي يي,,0,22.88,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,64,60,1,"[0.345455, 0.098291, 0.731469, 0.105983]",ss‏ يي يي يي يي يميه,ss‏ يي يي يي يي يميه,,0,16.83,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,68,64,1,"[0.309838, 0.101884, 0.712188, 0.109589]",عع يي يي ييه,عع يي يي ييه,,0,23.89,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,69,65,1,"[0.23088, 0.128205, 0.626263, 0.135897]",عع يي يي يي يي يي ييه,عع يي يي يي يي يي ييه,,0,31.03,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,70,66,1,"[0.311669, 0.133162, 0.553914, 0.140034]",ع يم بم ييه,ع يم بم ييه,,0,21.25,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,75,7,1,"[0.276923, 0.103627, 0.658741, 0.127807]",يي ع يمي‎,يي ع يمي‎,,0,32.32,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,84,8,1,"[0.338068, 0.08677, 0.721591, 0.099656]",عع يي يي يي,عع يي يي يي,,0,24.22,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,91,8,1,"[0.265449, 0.130952, 0.650281, 0.138605]",ع يي يي ويم ييه‎,ع يي يي ويم ييه‎,,0,19.69,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,107,103,1,"[0.159091, 0.528253, 0.666193, 0.678082]","6 bre‏ )نص # اط
و مر يع ذن له ون رو ند قمر","6 bre‏ )نص # اط
و مر يع ذن له ون رو ند قمر",,0,45.775000000000006,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,110,106,1,"[0.211648, 0.118512, 0.84375, 0.127163]",عي يي يي يي يي يي يي يي يه‎,عي يي يي يي يي يي يي يي يه‎,,0,29.7,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,118,,1,"[0.25672, 0.770464, 0.884409, 0.790717]",بويعو م معععيءءء‎ #4 )0( 057 +7623490 L,بويعو م معععيءءء‎ #4 )0( 057 +7623490 L,,0,26.58,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,120,116,1,"[0.136364, 0.086505, 0.931818, 0.481834]","لعج يي يي يي يه موي وي ع ووم يع وم يي يي مويه
م © ف يوت ها هاج يده
ع ا 6 6 ند 6ك","لعج يي يي يي يه موي وي ع ووم يع وم يي يي مويه
م © ف يوت ها هاج يده
ع ا 6 6 ند 6ك",,0,41.38666666666666,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,123,119,1,"[0.208215, 0.271967, 0.716714, 0.758159]","م ee ص A‏ أو ضع صمي صم صن ازيم شم ضع لومم صو جل عيضن صم صم موصي شو ليع صو صو اعم صو مم مع
AN‏ لد لد يد لد يد يد يد يد يد يد يد ود ود يد يد ود زد يد يد يد يد يد يد يد لد لد ويد يد ود يد هد","م ee ص A‏ أو ضع صمي صم صن ازيم شم ضع لومم صو جل عيضن صم صم موصي شو ليع صو صو اعم صو مم مع
AN‏ لد لد يد لد يد يد يد يد يد يد يد ود ود يد يد ود زد يد يد يد يد يد يد يد لد لد ويد يد ود يد هد",,0,47.71,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,140,136,1,"[0.204317, 0.089655, 0.844604, 0.105172]",عع يه يي وي ةي يي يه يي يميه,عع يه يي وي ةي يي يه يي يميه,,0,27.26,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,147,143,1,"[0.093257, 0.08399, 0.890961, 0.092738]",ع ع عع و يع بويج يي يوي يي يي يي يي يي يي يم يوي,ع ع عع و يع بويج يي يوي يي يي يي يي يي يي يم يوي,,0,23.77,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,161,157,1,"[0.223011, 0.57069, 0.737216, 0.581034]",.63 « ذد 19 )يماع 1197 14,.63 « ذد 19 )يماع 1197 14,,0,77.49,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,172,168,1,"[0.432277, 0.170415, 0.677233, 0.892734]","اح عن ص ه هه زع ع | ان له مدي إن له إن ننه إن عرايم نع هد كن نارجن عر ون لج رد مم ون رن إن رد عر إن رق نم اكد إن تن انق إن عو وى سن زع ون عو ايع
رج و و A OOOO‏ هس 0 ان 6١‏ أن ان يد يج رد وج سر رج لج يد عل ون يد رن عررج نم عرز إن نا هد كد آنا زن 00 0١‏ 06ح كد كد ان يد نز اه زناه","اح عن ص ه هه زع ع | ان له مدي إن له إن ننه إن عرايم نع هد كن نارجن عر ون لج رد مم ون رن إن رد عر إن رق نم اكد إن تن انق إن عو وى سن زع ون عو ايع
رج و و A OOOO‏ هس 0 ان 6١‏ أن ان يد يج رد وج سر رج لج يد عل ون يد رن عررج نم عرز إن نا هد كد آنا زن 00 0١‏ 06ح كد كد ان يد نز اه زناه",,0,40.075,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,176,172,1,"[0.166906, 0.078448, 0.794245, 0.092241]",و يي يه يعي يي ل يي يي وي يه,و يي يه يعي يي ل يي يي وي يه,,0,25.15,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,197,193,1,"[0.464632, 0.245299, 0.696255, 0.887179]","هوق و ههه ههه ه هه ههه © سه سه © © وه ير مر مر شمر يو مر مره هم مره ترم مره تون مره هاعر
م م ROR‏ و ع PEER‏ ون MN‏ مل عاج ساسم زم وم ان شب سو ون وم شر ايع مر وم شل إن شرج ون شر وعم سو لسو","هوق و ههه ههه ه هه ههه © سه سه © © وه ير مر مر شمر يو مر مره هم مره ترم مره تون مره هاعر
م م ROR‏ و ع PEER‏ ون MN‏ مل عاج ساسم زم وم ان شب سو ون وم شر ايع مر وم شل إن شرج ون شر وعم سو لسو",,0,46.56,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,198,194,1,"[0.07973, 0.168111, 0.874324, 0.17591]",ع ع يي يي يي يي يي ييه,ع ع يي يي يي يي يي ييه,,0,24.76,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,202,198,1,"[0.337571, 0.181583, 0.75565, 0.20568]",اما م اا ال م م م مم مل ممم,اما م اا ال م م م مم مل ممم,,0,41.86,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,204,208,1,"[0.284153, 0.461604, 0.789617, 0.485495]",اا اما اا ماي الاي ل جد م ل م م م م لم ميد و مم يمدي,اا اما اا ماي الاي ل جد م ل م م م م لم ميد و مم يمدي,,0,33.65,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,210,206,1,"[0.307263, 0.178664, 0.715084, 0.18647]",عع ع يي يي يو ع يويد‎,عع ع يي يي يو ع يويد‎,,0,26.0,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,211,267,1,"[0.229851, 0.2827, 0.719403, 0.291139]",جم و عي يي و يي يعو ييه,جم و عي يي و يي يعو ييه,,0,24.66,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,211,267,2,"[0.246269, 0.683544, 0.597015, 0.707173]",يي مي يمي,يي مي يمي,,0,29.1,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,246,,1,"[0.55496, 0.415438, 0.902145, 0.453599]",(احمد ج ١‏ ص ١١‏ ومسلم),(احمد ج ١‏ ص ١١‏ ومسلم),,0,65.82,ocr_unverified_arabic
the_computer_speaks,The Computer Speaks: God's Message to the World,253,507,1,"[0.190411, 0.884583, 0.923288, 0.909857]",you‏ to down sent “He أنؤل اليكسه الكتشب مفصلا,إِنۡ هَـٰذَاۤ إِلَّا قَوۡلُ ٱلۡبَشَرِ,74:25,54.55,80.54,canonical_quran_match
the_computer_speaks,The Computer Speaks: God's Message to the World,261,515,1,"[0.342981, 0.379931, 0.78437, 0.397942]",اجر برجو عبججج-ذذ م‎,اجر برجو عبججج-ذذ م‎,,0,30.05,ocr_unverified_arabic
the_perpetual_miracle_of_muhammad,The Perpetual Miracle of Muhammad,2,,1,"[0.05, 0.05, 0.95, 0.95]",بسم الله الرحمن الرحيم,بسم الله الرحمن الرحيم,1:1,100,100,canonical_quran_match
the_perpetual_miracle_of_muhammad,The Perpetual Miracle of Muhammad,2,,2,"[0.05, 0.05, 0.95, 0.95]",قل لئن اجتمعت الإنس والجن على أن يأتوا بمثل هذا القرآن لا يأتون بمثله ولو كان بعضهم لبعض ظهيرا,قل لئن اجتمعت الإنس والجن على أن يأتوا بمثل هذا القرآن لا يأتون بمثله ولو كان بعضهم لبعض ظهيرا,17:88,100,100,canonical_quran_match
