pdf_page,printed_page,blank_page,transcription_text,arabic_text
66,143,False,"THE APHORISMS OF SALAMAH AL-RADI : 2

16. O you beloved ones: If you spend your lives worshiping your Master, while at the same time being dissatisfied with Him, not humbling yourselves before His dignity, staying away from His company, keeping your thoughts with the devils and the far-removed individuals, how do you expect your worship to attain any light? It would be spiritless worship; dead.

17. O you beloved ones: You care too much for feeding vanishing shells, and pay little attention to feeding your eternal entity. Consequently, you end up with great bodies, but diminished souls.

18. O you beloved ones: Your hearts are like empty containers. You strive and even pay monies to fill them with darkness, while the light is within your reach, free of charge. Instead of helping yourselves to the light, you keep pushing your hearts further and further therefrom. Would a wise person fill his eyes with darkness, until he sees but darkness? Or, would he rather fill them with light in order to become a seer?

19. O beloved ones: The love of this life has a certain sweetness which causes intoxication of the heart. Thus, it becomes distracted from the love of its Master, and adores but illusions. This world is no more than an illusion. Therefore, you shall not imbibe this particular wine; it is far more evil than the grape's wine which masks the mind from physical objects.

20. My beloved in (the path to) God: Whenever you see one who obeys the devil & does his deeds, you shall stay clear of him; he is a devil himself. Whoever befriends him shall in turn become a devil like him.

21. O you beloved ones: Whoever is filled with goodness, nothing but goodness comes out of him. Whoever is filled with evil, nothing but evil comes out of him. How could evil ever spill out of one who is filled with goodness?

22. O you beloved ones: Whoever adorns himself with virtue exhibits but virtue. Therefore, you shall strive to become virtuous people, so that only virtuous traits may be reflected from you.

23. My beloved ones: The poor, by definition, is one who is in need. Thus, if one possesses tremendous wealth but still seeks more wealth, he is poor. He continues to labor in order to acquire more riches. If he is never satisfied, his poverty will last all his life.",
67,144,False,"THE APHORISMS OF SALAMAH AL-RADI : 2

24. O you beloved ones: Whoever seeks power tires himself, for power is beloved by all, and the people fight among themselves over it. Therefore, you should not seek power. It will seek you so long as you shun seeking it, and when anyone opposes you in this case, many will stand by you and support you.

25. My beloved ones: If anyone claims superiority over you, do not fight him. If you fight him over it, it will abandon both you and him. But if you allow him to claim superiority, it will abandon him and come to you.

26. My beloved ones: If anyone fights you over what belongs to God, you shall not fight him. God cares for whatever belongs to Him, & if you take the matter in your hands and fight over His belongings, you yourselves belong to God no more.

27. My beloved ones: You gain God's love if you are persecuted in His cause. Thus, you shall seek victory for His cause. You shall never seek victory for yourselves. If you do, you fall from your Master's grace.

28. My beloved ones: You shall persevere in the face of persecution, injustice, and tribulation. Do not ever execrate or curse. Instead, you shall be exemplars of mercy and pardon on earth, in order to earn the love of your Master. The Almighty is always with those whose hearts are broken in His cause.

29. My beloved ones: While the people are busy with the affairs of this life, you shall busy yourselves with your Master. While they are busy with the given, you shall be busy with the Giver.

30. My beloved ones: Habituate yourselves with doing good, & respond not to evil by evil. God loves the good-doers.",
68,145,False,"Islamic Concentrates

The Invocations of
'Abdullah Ansari : 2

'Abdullah Ansari, a famous Persian Sufi, was born in Herat 396 AH (1005 C.E.). It is said that one of his ancestors was a companion of the prophet Muhammad (God's blessings and peace be upon him) who moved to Herat with 'Asaf, son of Qays. Ansari's father, Abu Mansur Muhammad Ansari, became a permanent resident of Herat.

These invocations, translated into English by Sir Jogendra Singh, contain true advice to guide the Pilgrim along the path of discipleship to the temple of peace. They come from a man who himself had trodden the path and found what his heart desired.

When 'Abdullah Ansari departed from this world, he was 85 years old, leaving behind a wealth of Sufi knowledge. Among his well-known works are Risala Munajat (The Book of Prayer), Tabaqat-ul-Sufiyyah (The Book of Sufis), Zad-ul-'Arifin (Provisions of the Sufi Teachers), and Kitab-i-Israr (The Book of Mysteries).

O Lord, give me a heart
That I may pour it out in thanksgiving.
Give me life
That I may spend it
in working for the salvation of the world.

O Lord, give me that right discrimination
That the Lure of the world may cheat me no more.
Give me strength
That my faith suffer no eclipse.

O Lord, give me understanding,
That I stray not from the path.
Give me light
To avoid pitfalls.

O Lord, keep watch over me
That I stray not.
Keep me on the path of righteousness
That I escape from the pangs of repentance.",
69,146,False,"THE INVOCATIONS OF 'ABDULLAH ANSARI : 2

O Lord, judge me not by my actions.
Of Thy mercy, save me,
And make my humble efforts fruitful.

O Lord, give me a heart
Free from the flames of desire.
Give me a mind
Free from the waves of dissimulation.

O Lord, give me eyes
Which see nothing but Thy glory.
Give me a mind
That finds delight in Thy service.
Give me a soul
Drunk in the wine of Thy wisdom.

O Lord, to find Thee is my desire
But to comprehend Thee
Is beyond my strength.
Remembering Thee is solace
to my sorrowing heart,
Thoughts of Thee are my Constant Companions
I call upon Thee night and day.
The flame of Thy love glows
In the darkness of my night.

O Lord, he whom Thou killest doth not smell of blood,
And he whom Thou burnest doth not smell of smoke,

For he whom Thou burnest is happy in
The burning,
And he whom Thou killest, rejoiceth
In being killed.

O Lord, though the blue flower be poisonous
It is of Thy garden,
And if 'Abdullah be a sinner
He is of Thy people.

O Lord, when I think of Thy compassion
I feel like a crowned king;
When I think of my sins
I am as dust, nay, less than dust.",
70,147,False,"THE INVOCATIONS OF 'ABDULLAH ANSARI : 2

Life in my body pulsates only for Thee,
My heart beats in resignation to Thy will.
If on my dust a tuft of grass were
To grow
Every blade would tremble with my devotion
For Thee.

O Lord, every one desires to behold Thee,
I desire
That Thou mayest cast a glance at me.

Let me not disgrace myself.
If Thy forgiveness awaits me in the end
Lower not the standard of forgiveness
Which Thou hast unfurled.

O Lord, if Thou sendest me to Hell
I raise no protest.
And if Thou takest me to Paradise,
I go there, but not of my own choice.

If in Hell I obtain union with Thee
What care I for those who dwell in Paradise?
And were I called to Heaven without Thee
The pleasures of Paradise would then
Be worse than the fires of Hell.

O Lord, prayer at Thy gate
Is a mere formality:
Thou knowest what Thy slave desires.

O Lord, better for me to be dust,
And my name effaced
From the records of the world,
Than that Thou forget me.

He knoweth all our good and evil
Nothing is hidden from Him.
He knoweth what is best medicine
To cure the pain,
And to rescue the fallen.
Be humble, for He exalteth the humble.

I am intoxicated with love of Thee
And need no fermented wine.",
71,148,False,"THE INVOCATIONS OF 'ABDULLAH ANSARI : 2

I am Thy bird
Free from need of seed
And safe from the snare of the fowler.
In the Ka'ba and in the Temple
Thou art the object of my search.
Else I am freed
From both these places of worship.

O Lord, when the fire of separation was burning me
Why didst Thou light the fire of Hell?

Lord, when Thou wert hidden from me
The fever of life possessed me.
When Thou revealest Thyself
This fever of life departeth.

O Lord, other men are afraid of Thee
But I — I am afraid of myself,
From Thee flows good alone,
From me flows evil.

Each day I recall the day,
That is left behind.
Sorrowing over my misdeeds
The dread of my doings drives me to despair.
The thought of Thy mercy
Is the only solace of my heart.

Others fear what the morrow
May bring.
I am afraid of what happened yesterday.

O Lord, if Thou holdest me responsible for
My sins
I shall cling to Thee for Thy Grace.

I with my sin, am an insignificant atom.
Thy Grace is resplendent as the Sun.

O Lord, out of regard for Thy name,
The qualities which are Thine,
Out of regard for Thy greatness,
Listen to my cry
For Thou alone canst redeem me.",
72,149,False,"THE INVOCATIONS OF 'ABDULLAH ANSARI : 2

O Lord, intoxicate me with the wine
Of Thy love.
Place the chains of Thy slavery on
My feet;
Make me empty of all but Thy love,
And in it destroy me and bring me
Back to life.
The hunger Thou has awakened, culminates
In fulfillment.

Make my body impervious to the fires
Of Hell;
Vouchsafe to me a vision of Thee in heaven.
The spark Thou has kindled make it
Everlasting.

I think of no other,
And in Thy love care for none else.
None has a place in my heart but Thee.
My heart has become Thy abode,
It has no place for another.

O Lord, Thou cherishest the helpless
And I am helpless,
Apply Thy balm to my bleeding heart
For Thou art the physician.

O Lord, I, a beggar, ask of Thee
More than what a thousand kings may ask of Thee;
Each one has something he needs to ask of Thee,
I have come to ask Thee to give me Thyself.

If words can establish a claim I claim a crown.
But if deeds are wanted, I am as helpless as
The ant.

Urged by desire I wandered in the streets
Of good and evil,
I gained nothing except feeding the fire of desire.

As long as in me remains the breath of life
Help me, for Thou alone canst hear my prayer.

My friend, wisdom lies
In abandoning heedlessness,",
73,,False,"THE INVOCATIONS OF 'ABDULLAH ANSARI : 2

In turning the heart away from the worldly objects,
And in gathering provision for the hereafter
Before departure from this earth.

Someone asked the Holy Prophet —
""What dost thou say concerning the things of the world?""
The Prophet said — ""What can I say about them:
Things which are acquired with hard labour,
Preserved with perpetual watchfulness,
And left with regret.""

My friend, the world is not a place
For enjoyment,
But a place where humanity is on trial.
The world is a mere crossing
And not an abiding city of delight.

O mendicant, man is doomed to death
And has to leave the world.

Dost thou take the world for a friend
Or foe?
If thou holdest it a friend,
Know that it will not last,
If thou holdest it to be a foe, consume it,
So that it may not last.

Behold what thou art, and whence thou
Hast come.
Beware what thou doest and whither
Thou wouldest go,
If thou treadest the path of lust and longing
Thou shalt go without fruit and without good name.

My friend, put not thy reliance
On three things:
On heart, on time and on life.
The heart is easily tempted,
Time is always in a state of flux,
The sands of life run out.",
74,151,False,"Islamic Concentrates

Index to the Qur'an : 2

Tells you where to find what in the Qur'an. Since some translators have arbitrarily changed the sequence of the verses and/or suras of their renditions, this index applies only to those Qur'anic printings which adhere to the original Qur'an as approved by Al-Azhar University.

[Table: Key Word | Frequency of Occurrence | Subject | Sura | Verse No.]

Absolution | 17 | Adam absolved after eating from the forbidden tree | 2. Al-Baqarah / 20. Ta Ha | 37 / 122
Absolution | 17 | Children of Israel absolved after worshiping the calf | 2. Al-Baqarah | 54
Absolution | 17 | Those who conceal God's message, but then repent, reform, and declare the message shall be absolved | 2. Al-Baqarah | 160
Absolution | 17 | Those who did not abstain from sexual intercourse during the fasting period, prior to their knowledge of this rule, shall be absolved | 2. Al-Baqarah | 187
Absolution | 17 | Those who repent and reform shall be absolved | 3. Ali-'Imran / 24. Al-Nur | 89 / 5
Absolution | 17 | Those who repent immediately upon realizing that they have erred (due to ignorance) shall be absolved | 4. Al-Nisa' | 17
Absolution | 17 | Those who wait until the time of death to declare their repentance shall not be absolved | 4. Al-Nisa' | 18
Absolution | 17 | God wants to absolve you | 4. Al-Nisa' | 26-27
Absolution | 17 | Those who repent voluntarily before being defeated shall be absolved | 5. Al-Ma'idah | 34
Absolution | 17 | Those who repent after sinning shall be absolved | 5. Al-Ma'idah | 39
Absolution | 17 | Children of Israel repeatedly absolved, but persisted in sinning | 5. Al-Ma'idah | 71",
75,152,False,"INDEX TO THE QUR'AN : 2

[Table: Key Word | Frequency of Occurrence | Subject | Sura | Verse No.]

Absolution (cont'd.) | 17 | Those who fall in sin due to ignorance, then repent and reform shall be absolved | 6. Al-An'am / 16. Al-Nahl | 54 / 119
Absolution (cont'd.) | 17 | Those who repent after committing sin, and turn into true believers, shall be absolved | 7. Al-A'raf | 153
Absolution (cont'd.) | 17 | The Prophet, the Muhajirin (Meccan immigrants), and the Ansar (the hosts in Medina) were absolved after almost losing confidence due to diffucult times | 9. Al-Tawbah | 117-118

Absolver | 11 | A quality of God (Tawwab). | 2. Al-Baqarah (37) / 2. Al-Baqarah (54) / 2. Al-Baqarah (128) / 2. Al-Baqarah (160) / 4. Al-Nisa' (16) / 4. Al-Nisa' (64) / 9. Al-Tawbah (104) / 9. Al-Tawbah (118) / 24. Al-Nur (10) / 49. Al-Hujurat (12) / 110. Al-Nasr (6)

Abstain | * | From adultery | 4. Al-Nisa' (15-25) / 17. Al-Isra' (32) / 24. Al-Nur (2-3) / 25. Al-Furqan (68) / 60. Al-Mumtahinah (12) / 65. Al-Talaq (1)
Abstain | * | From bribery | 2. Al-Baqarah | 188
Abstain | * | From cheating | 2. Al-Baqarah (188) / 4. Al-Nisa' (2) / 4. Al-Nisa' (6) / 4. Al-Nisa' (10) / 4. Al-Nisa' (29) / 4. Al-Nisa' (161) / 5. Al-Ma'idah (42) / 5. Al-Ma'idah (62-63) / 83. Al-Mutaffifin (1-3) / 89. Al-Fajr (19)
Abstain | * | From eating animals which die as a result of strangulation, burning, falling from height, goring, or attack by wild animals | 5. Al-Ma'idah | 3

* Only major abstensions are mentioned.",
76,153,False,"INDEX TO THE QUR'AN : 2

[Table: Key Word | Frequency of Occurrence | Subject | Sura | Verse No.]

Abstain (cont'd.) | | From eating animals which die of themselves, blood, pork, and animals sacrificed in the name of an idol. | 2. Al-Baqarah (173) / 5. Al-Ma'idah (3) / 16. Al-Nahl (115)
Abstain (cont'd.) | | From eating, drinking, and sexual intercourse between dawn and sunset when fasting | 2. Al-Baqarah | 187
Abstain (cont'd.) | | From extravagance | 6. Al-An'am (141) / 7. Al-A'raf (31) / 17. Al-Isra' (26-27) / 25. Al-Furqan (67)
Abstain (cont'd.) | | From false witnessing | 2. Al-Baqarah (282-283) / 5. Al-Ma'idah (106-108) / 22. Al-Hajj (30) / 24. Al-Nur (4) / 25. Al-Furqan (72) / 58. Al-Mujadalah (2) / 65. Al-Talaq (2) / 70. Al-Ma'arij (33)
Abstain (cont'd.) | | From hunting during pilgrimage | 5. Al-Ma'idah (1) / 5. Al-Ma'idah (95-96)
Abstain (cont'd.) | | From intoxicants and gambling | 2. Al-Baqarah (219) / 5. Al-Ma'idah (90-91)
Abstain (cont'd.) | | From lying | 2. Al-Baqarah (10) / 3. Ali-'Imran (75-78) / 6. Al-An'am (93) / 6. Al-An'am (144)
Abstain (cont'd.) | | From marrying certain relatives | 4. Al-Nisa' | 23
Abstain (cont'd.) | | From marrying pagans | 2. Al-Baqarah | 221
Abstain (cont'd.) | | From murder | 2. Al-Baqarah (84) / 3. Ali-'Imran (21) / 4. Al-Nisa' (92-93) / 5. Al-Ma'idah (32) / 6. Al-An'am (151) / 17. Al-Isra' (33) / 18. Al-Kahf (74) / 25. Al-Furqan (68)
Abstain (cont'd.) | | From sexual intercourse during pilgrimage | 2. Al-Baqarah | 197",
77,154,False,"Key Word | Frequency of Occurrence | Subject | Sura | Verse No.

Abstain (cont'd.)
From sexual intercourse during the menstrual period ... 2. Al-Baqarah, 222
From Spying and backbiting ... 49. Al-Hujurat, 12
From Stealing ... 5. Al-Ma'idah, 38; 60. Al-Mumtahinah, 12
From suicide ... 4. Al-Nisa', 29
From usury ... 2. Al-Baqarah, 275-278; 3. Ali-'Imran, 130; 4. Al-Nisa', 161; 30. Al-Rum, 39

Adam | 18
Given knowledge even the angels did not have ... 2. Al-Baqarah, 31-33
Honored because of that knowledge; God asks the angels to fall prostrate before him ... 2. Al-Baqarah, 34; 7. Al-A'raf, 11; 17. Al-Isra', 61; 18. Al-Kahf, 50; 20. Ta Ha, 116
He and his wife admitted to Paradise ... 2. Al-Baqarah, 35; 7. Al-A'raf, 19
The devil dupes Adam and Eve, causing their eviction from Paradise ... 2. Al-Baqarah, 36; 7. Al-A'raf, 27; 20. Ta Ha, 115
Adam absolved; no original sin ... 2. Al-Baqarah, 37
Chosen as messenger of God ... 3. Ali-'Imran, 33
The creation of Jesus is no different from the creation of Adam ... 3. Ali-'Imran, 59
The story of his sons Cain and Abel ... 5. Al-Ma'idah, 27-28
Satan, an enemy of Adam and Eve; an enemy of man ... 20. Ta Ha, 117
Satan entices Adam to eat from the forbidden tree, claiming that it is in fact the tree of eternal life ... 20. Ta Ha, 120
Adam disobeys the Lord; falls into sin ... 20. Ta Ha, 121

ISLAM 1394/1974, 1(2)",
78,155,False,"Islamic Concentrates

The Islamic Calendar Conversion Table : 2

(Hijra / Gregorian)

Over the first five issues of ISLAM, the Journal will publish this table for convenient conversion of dates from either of the two calendar systems. Such chronological conversion tables have been difficult to find yet most indispensible for the Western scholar of Islam. Since all great works of Islamic literature refer exclusively to Hijra dates, the Editors feel that thes tables will be useful to many readers.

According to the historians, the prophet Muhammad (God's blessings be upon him) arrived at Medina on the 12th day of Rabi' I, coincident with September 24, 622 CE (Christian Era). This sets the first day of the first Hijra year (Muharram 1, 1) as July 16, 622. Fifteen hundred Hijra years will be covered in these tables (622-2076 CE).

[Table: First Day of the Hijra Year No. | Coincides With (Gregorian Date)]
301 August 7, 913
302 July 27, 914
303 July 17, 915
304 July 5, 916
305 June 24, 917
306 June 14, 918
307 June 3, 919
308 May 23, 920
309 May 12, 921
310 May 1, 922
311 April 21, 923
312 April 9, 924
313 March 29, 925
314 March 19, 926
315 March 8, 927
316 February 25, 928
317 February 14, 929
318 February 3, 930
319 January 24, 931
320 January 13, 932
321 January 1, 933
322 December 22, 933
323 December 11, 934
324 November 30, 935
325 November 19, 936
326 November 8, 937
327 October 29, 938
328 October 18, 939
329 October 6, 940
330 September 26, 941
331 September 15, 942
332 September 4, 943
333 August 24, 944
334 August 13, 945
335 August 2, 946
336 July 23, 947
337 July 11, 948
338 July 1, 949
339 June 20, 950
340 June 9, 951
341 May 29, 952
342 May 18, 953

ISLAM 1394/1974, 1(2): 155-158",
79,156,False,"THE ISLAMIC CALENDAR CONVERSION TABLE : 2

[Table: First Day of the Hijra Year No. | Coincides With (Gregorian Date)]
343 May 7, 954
344 April 27, 955
345 April 15, 956
346 April 4, 957
347 March 25, 958
348 March 14, 959
349 March 3, 960
350 February 20, 961
351 February 9, 962
352 January 30, 963
353 January 19, 964
354 January 7, 965
355 December 28, 965
356 December 17, 966
357 December 7, 967
358 November 25, 968
359 November 14, 969
360 November 4, 970
361 October 24, 971
362 October 12, 972
363 October 2, 973
364 September 21, 974
365 September 10, 975
366 August 30, 976
367 August 19, 977
368 August 9, 978
369 July 29, 979
370 July 17, 980
371 July 7, 981
372 June 26, 982
373 June 15, 983
374 June 4, 984
375 May 24, 985
376 May 13, 986
377 May 3, 987
378 April 21, 988
379 April 11, 989
380 March 31, 990
381 March 20, 991
382 March 9, 992
383 February 26, 993
384 February 15, 994
385 February 5, 995
386 January 25, 996
387 January 12, 997
388 January 3, 998
389 December 23, 998
390 December 13, 999
391 December 1, 1000

392 November 20, 1001
393 November 10, 1002
394 October 30, 1003
395 October 18, 1004
396 October 8, 1005
397 September 27, 1006
398 September 17, 1007
399 September 5, 1008
400 August 25, 1009
401 August 15, 1010
402 August 4, 1011
403 July 23, 1012
404 July 13, 1013
405 July 2, 1014
406 June 21, 1015
407 June 10, 1016
408 May 30, 1017
409 May 20, 1018
410 May 9, 1019
411 April 27, 1020
412 April 17, 1021
413 April 6, 1022
414 March 26, 1023
415 March 15, 1024
416 March 4, 1025
417 February 22, 1026
418 February 11, 1027
419 January 30, 1028
420 January 20, 1029
421 January 9, 1030
422 December 29, 1030
423 December 19, 1031
424 December 7, 1032
425 November 26, 1033
426 November 16, 1034
427 November 5, 1035
428 October 25, 1036
429 October 14, 1037
430 October 3, 1038
431 September 23, 1039
432 September 11, 1040
433 August 31, 1041
434 August 21, 1042
435 August 10, 1043
436 July 29, 1044
437 July 19, 1045
438 July 8, 1046
439 June 28, 1047
440 June 16, 1048

ISLAM 1394/1974, 1(2)",
80,157,False,"THE ISLAMIC CALENDAR CONVERSION TABLE : 2

[Table: First Day of the Hijra Year No. | Coincides With (Gregorian Date)]
441 June 5, 1049
442 May 26, 1050
443 May 15, 1051
444 May 3, 1052
445 April 23, 1053
446 April 12, 1054
447 April 2, 1055
448 March 21, 1056
449 March 10, 1057
450 February 28, 1058
451 February 17, 1059
452 February 6, 1060
453 January 26, 1061
454 January 15, 1062
455 January 4, 1063
456 December 25, 1063
457 December 13, 1064
458 December 3, 1065
459 November 22, 1066
460 November 11, 1067
461 October 31, 1068
462 October 20, 1069
463 October 9, 1070
464 September 29, 1071
465 September 17, 1072
466 September 6, 1073
467 August 27, 1074
468 August 16, 1075
469 August 5, 1076
470 July 25, 1077
471 July 14, 1078
472 July 4, 1079
473 June 22, 1080
474 June 11, 1081
475 June 1, 1082
476 May 21, 1083
477 May 10, 1084
478 April 29, 1085
479 April 18, 1086
480 April 8, 1087
481 March 27, 1088
482 March 16, 1089
483 March 6, 1090
484 February 23, 1091
485 February 12, 1092
486 February 1, 1093
487 January 21, 1094
488 January 11, 1095
489 December 31, 1095

490 December 19, 1096
491 December 9, 1097
492 November 28, 1098
493 November 17, 1099
494 November 6, 1100
495 October 26, 1101
496 October 15, 1102
497 October 5, 1103
498 September 23, 1104
499 September 13, 1105
500 September 2, 1106
501 August 22, 1107
502 August 11, 1108
503 July 31, 1109
504 July 20, 1110
505 July 10, 1111
506 June 28, 1112
507 June 18, 1113
508 June 7, 1114
509 May 27, 1115
510 May 16, 1116
511 May 5, 1117
512 April 24, 1118
513 April 14, 1119
514 April 2, 1120
515 March 22, 1121
516 March 12, 1122
517 March 1, 1123
518 February 19, 1124
519 February 7, 1125
520 January 27, 1126
521 January 17, 1127
522 January 6, 1128
523 December 25, 1128
524 December 15, 1129
525 December 4, 1130
526 November 23, 1131
527 November 12, 1132
528 November 1, 1133
529 October 22, 1134
530 October 11, 1135
531 September 29, 1136
532 September 19, 1137
533 September 8, 1138
534 August 28, 1139
535 August 17, 1140
536 August 6, 1141
537 July 27, 1142
538 July 16, 1143

ISLAM 1394/1974, 1(2)",
81,158,False,"THE ISLAMIC CALENDAR CONVERSION TABLE : 2

[Table: First Day of the Hijra Year No. | Coincides With (Gregorian Date)]
539 July 4, 1144
540 June 24, 1145
541 June 13, 1146
542 June 2, 1147
543 May 22, 1148
544 May 11, 1149
545 April 30, 1150
546 April 20, 1151
547 April 8, 1152
548 March 29, 1153
549 March 18, 1154
550 March 7, 1155
551 February 25, 1156
552 February 12, 1157
553 February 2, 1158
554 January 23, 1159
555 January 12, 1160
556 December 31, 1160
557 December 21, 1161
558 December 10, 1162
559 November 30, 1163
560 November 18, 1164
561 November 7, 1165
562 October 28, 1166
563 October 17, 1167
564 October 5, 1168
565 September 25, 1169
566 September 14, 1170
567 September 4, 1171
568 August 23, 1172
569 August 12, 1173

570 August 2, 1174
571 July 22, 1175
572 July 10, 1176
573 June 30, 1177
574 June 19, 1178
575 June 8, 1179
576 May 28, 1180
577 May 17, 1181
578 May 7, 1182
579 April 26, 1183
580 April 14, 1184
581 April 4, 1185
582 March 24, 1186
583 March 13, 1187
584 March 2, 1188
585 February 19, 1189
586 February 8, 1190
587 January 29, 1191
588 January 18, 1192
589 January 7, 1193
590 December 27, 1193
591 December 16, 1194
592 December 6, 1195
593 November 24, 1196
594 November 13, 1197
595 November 3, 1198
596 October 23, 1199
597 October 12, 1200
598 October 1, 1201
599 September 20, 1202
600 September 10, 1203

ISLAM 1394/1974, 1(2)",
82,159,False,"Faith is necessary for religions, but it ceases to be so for those who go further and who achieve self-realization in God. Then one no longer believes because one sees. There is no longer any need to believe, when one sees the Truth.

Ahmad b. Mustafa Al-'Alawi

ISLAM 1394/1974, 1(2)",
83,160,False,"Book Review

The Late Great Planet Earth by Hal Lindsey. Bantam Books, New York, (30th printing) 1973. 180 pages, $1.25.

This fascinating book about Bible prophecies and the author's version of their modern fulfillment has gone through 30 impressions since its release in 1970 and boasts of having over 2 million copies in print. Lindsey has a pleasant, chatty style and has gathered a plethora of facts which supposedly support his major contention that Christianity is still relevant because the return of Christ is near. He makes use of the present anxiety over world affairs and points to matters as current as the daily paper as sure signs of the End.

The obvious problem with Lindsey's theory is that most of the ground he covers has been covered many times before in age after age. Eschatological speculation and millenialist expectation have occupied the minds of men since Jesus ended his mission. There have been untold hundreds of ""prophets"" who predicted doomsday for their own times. Bible scholars and Christian sects have used the very same verses quoted by Lindsey to predict the End for the years 1843, 1879 and 1914, among other dates. Some Christian sects currently warn that the End is sure to come in 1976. Lindsey himself leans toward 1988 (p. 43).

However, Lindsey is confident that he has found the one necessary histoircal ingredient missing in all previous predictions about the Last Day: the establishment of the state of ""Israel"" in the year 1948 (p. 33). The rebirth of ""Israel"" is the ""fuse of Armageddon"", the proof that our generation is living on borrowed time. But this conclusion produces in Lindsey's book the weird dogma best described as Christian Zionism. This states that Christ cannot come again and Christian hopes for the Kingdom of God cannot be fulfilled, until ""Israel"" is in complete control of Palestine, including Jerusalem, and the Temple of Solomon is rebuilt. ""It is certain that the Temple will be rebuilt. Prophecy demands it,"" Lindsey argues on page 45. This puts him in the position of condoning the Israeli occupation of Palestine, the dispossession of the Arabs, Zionist terrorism against Palestinians and Zionist attempts to rebuild the Jewish Temple — which means the destruction of Qubbat al-Sakhrah. Of this he flippantly suggests, ""Who knows, maybe there will be an earthquake."" (p. 47) Man-made, perhaps???

Lindsey's Christian Zionism has uprooted the expected Christian compassion over the awful human misery of the refugee camps, the horrible napalming of Arab children by the Zionists and the terrible denial of Arab rights perpetrated by ""Israel"". But Christian Zionism has no basis in fact.

ISLAM 1394/1974, 1(2): 160-162",
84,161,False,"Every one of the biblical verses which he quotes in support of it actually has reference to events a thousand years old, not to events of our day! For example, the prophet Ezekiel predicted the restoration of Israel and the reconstruction of the Temple about 598 B.C. His prophecy was fulfilled in 538 B.C., when the Jews returned from dispersal to Jerusalem and in 520 B.C., when the Temple was rebuilt. Thus, within 80 years of his prediction, Ezekiel's prophecy was completely fulfilled. To extend any part of his prophecy to our time, as Lindsey attempts to do, is idle speculation. What he calls ""current history"" is really ancient history!

The same is true regarding the New Testament prophecies of Jesus manipulated by Lindsey. Some of these are highly allegorical; others were fulfilled within a generation or two after Jesus' departure, such as the predictions of the destruction of the Jewish Temple and its desecration by the Romans. (Matthew, chapter 24) These things occurred between 70 and 134 C.E. After 134 C.E. the Romans made Jerusalem a colony, renamed Aelia, and forbade Jewish settlement there. The Temple site was rededicated to the Roman gods Jupiter and Zeus.

Rather than foretelling a Jewish return to Palestine, Jesus instead pronounced God's rejection of the Jews as a nation and God's abandonment of the Jewish Temple: ""The kingdom of God will be taken away from you, and given to a nation that yields the proper fruit . . . O Jerusalem, Jerusalem, the city that murders the prophets and stones the messengers sent to her . . . Look, look! there is your temple, forsaken by God."" (Matthew 21:43 and 23:37, New English Bible) As the last prophet sent specifically to Israel, the verdict of Jesus carries infinitely more weight than Lindsey's conjectures and interpretations of the words of prior prophets.

There are also serious holes in Lindsey's argument that current history supports his interpretation of events marking the End. To cite just two of many examples, he predicts a Russian attack on ""Israel"" and the wholesale conversion of the Arabs to Communism. This looked plausible a few years back, before Nixonian detente and Kissingerian diplomacy, the Arab world is now making now. And, far from turning to Communism, the Arab world is now making overtures to the West.

Lindsey appears to have a real concern for the rebuilding of the Jewish Temple. He insists on it in several passages of his book. But this is impossible. For the Temple to be inaugurated anew, according to the Bible (Ezekiel 43:19-27), the priesthood must exist and the priesthood has not existed for 1900 years. This proves also that the Roman destruction of Jerusalem began in 70 C.E., after Jesus' warning to the Jews, was an act of Divine judgment on their nation. In previous tribulations, the priesthood had survived. But in 70 C.E. the Romans destroyed all the priestly records, in effect, destroying the priesthood. To this day, there is no priesthood in modern ""Israel"". There",
