chapter,verse,arabic,english
3,77,إن الذين يشترون بعهد الله وأيمانهم ثمنا قليلا أولئك لا خلاق لهم في الآخرة ولا يكلمهم الله ولا ينظر إليهم يوم القيامة ولا يزكيهم ولهم عذاب أليم,"As for those who trade away GOD's covenant, and their obligations, for a cheap price, they receive no share in the Hereafter. GOD will not speak to them, nor look at them, on the Day of Resurrection, nor will He purify them. They have incurred a painful retribution."
3,78,وإن منهم لفريقا يلوون ألسنتهم بالكتاب لتحسبوه من الكتاب وما هو من الكتاب ويقولون هو من عند الله وما هو من عند الله ويقولون على الله الكذب وهم يعلمون,"Among them are those who twist their tongues to imitate the scripture, that you may think it is from the scripture, when it is not from the scripture, and they claim that it is from GOD, when it is not from GOD. Thus, they utter lies and attribute them to GOD, knowingly."
3,79,ما كان لبشر أن يؤتيه الله الكتاب والحكم والنبوة ثم يقول للناس كونوا عبادا لي من دون الله ولكن كونوا ربانيين بما كنتم تعلمون الكتاب وبما كنتم تدرسون,"Never would a human being whom GOD blessed with the scripture and prophethood say to the people, ""Idolize me beside GOD."" Instead, (he would say), ""Devote yourselves absolutely to your Lord alone,"" according to the scripture you preach and the teachings you learn."
3,8,ربنا لا تزغ قلوبنا بعد إذ هديتنا وهب لنا من لدنك رحمة ۚ إنك أنت الوهاب,"""Our Lord, let not our hearts waver, now that You have guided us. Shower us with Your mercy; You are the Grantor."
3,80,ولا يأمركم أن تتخذوا الملائكة والنبيين أربابا ۗ أيأمركم بالكفر بعد إذ أنتم مسلمون,Nor would he command you to idolize the angels and the prophets as lords. Would he exhort you to disbelieve after becoming submitters?
3,81,وإذ أخذ الله ميثاق النبيين لما آتيتكم من كتاب وحكمة ثم جاءكم رسول مصدق لما معكم لتؤمنن به ولتنصرنه ۚ قال أأقررتم وأخذتم على ذلكم إصري ۖ قالوا أقررنا ۚ قال فاشهدوا وأنا معكم من الشاهدين,"GOD took a covenant from the prophets, saying, ""I will give you the scripture and wisdom. Afterwards, a messenger will come to confirm all existing scriptures. You shall believe in him and support him."" He said, ""Do you agree with this, and pledge to fulfill this covenant?"" They said, ""We agree."" He said, ""You have thus borne witness, and I bear witness along with you."""
3,82,فمن تولى بعد ذلك فأولئك هم الفاسقون,Those who reject this (Quranic prophecy) are the evil ones.
3,83,أفغير دين الله يبغون وله أسلم من في السماوات والأرض طوعا وكرها وإليه يرجعون,"Are they seeking other than GOD's religion, when everything in the heavens and the earth has submitted to Him, willingly and unwillingly, and to Him they will be returned?"
3,84,قل آمنا بالله وما أنزل علينا وما أنزل على إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى والنبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون,"Say, ""We believe in GOD, and in what was sent down to us, and in what was sent down to Abraham, Ismail, Isaac, Jacob, and the Patriarchs, and in what was given to Moses, Jesus, and the prophets from their Lord. We make no distinction among any of them. To Him alone we are submitters."""
3,85,ومن يبتغ غير الإسلام دينا فلن يقبل منه وهو في الآخرة من الخاسرين,"Anyone who accepts other than Submission as his religion, it will not be accepted from him, and in the Hereafter, he will be with the losers."
3,86,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات ۚ والله لا يهدي القوم الظالمين,"Why should GOD guide people who disbelieved after believing, and after witnessing that the messenger is truth, and after solid proofs± have been given to them? GOD does not guide the wicked."
3,87,أولئك جزاؤهم أن عليهم لعنة الله والملائكة والناس أجمعين,"These have incurred condemnation by GOD, and the angels, and all the people."
3,88,خالدين فيها لا يخفف عنهم العذاب ولا هم ينظرون,"Eternally they abide therein; the retribution is never commuted for them, nor will they be reprieved."
3,89,إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم,"Exempted are those who repent thereafter, and reform. GOD is Forgiver, Most Merciful."
3,9,ربنا إنك جامع الناس ليوم لا ريب فيه ۚ إن الله لا يخلف الميعاد,"""Our Lord, You will surely gather the people on a day that is inevitable. GOD never breaks a promise."""
3,90,إن الذين كفروا بعد إيمانهم ثم ازدادوا كفرا لن تقبل توبتهم وأولئك هم الضالون,"Those who disbelieve after believing, then plunge deeper into disbelief, their repentance will not be accepted from them; they are the real strayers."
3,91,إن الذين كفروا وماتوا وهم كفار فلن يقبل من أحدهم ملء الأرض ذهبا ولو افتدى به ۗ أولئك لهم عذاب أليم وما لهم من ناصرين,"Those who disbelieve and die as disbelievers, an earthful of gold will not be accepted from any of them, even if such a ransom were possible. They have incurred painful retribution; they will have no helpers."
3,92,لن تنالوا البر حتى تنفقوا مما تحبون ۚ وما تنفقوا من شيء فإن الله به عليم,"You cannot attain righteousness until you give to charity from the possessions you love. Whatever you give to charity, GOD is fully aware thereof."
3,93,كل الطعام كان حلا لبني إسرائيل إلا ما حرم إسرائيل على نفسه من قبل أن تنزل التوراة ۗ قل فأتوا بالتوراة فاتلوها إن كنتم صادقين,"All food used to be lawful for the Children of Israel, until Israel imposed certain prohibitions on themselves before the Torah was sent down. Say, ""Bring the Torah and read it, if you are truthful."""
3,94,فمن افترى على الله الكذب من بعد ذلك فأولئك هم الظالمون,"Those who fabricate false prohibitions after this, and attribute them to GOD, are truly wicked."
3,95,قل صدق الله ۗ فاتبعوا ملة إبراهيم حنيفا وما كان من المشركين,"Say, ""GOD has proclaimed the truth: You shall follow Abraham's religion—monotheism. He never was an idolator."""
3,96,إن أول بيت وضع للناس للذي ببكة مباركا وهدى للعالمين,The most important shrine established for the people is the one in Becca;± a blessed beacon for all the people.
3,97,فيه آيات بينات مقام إبراهيم ۖ ومن دخله كان آمنا ۗ ولله على الناس حج البيت من استطاع إليه سبيلا ۚ ومن كفر فإن الله غني عن العالمين,"In it are clear signs: the station of Abraham. Anyone who enters it shall be granted safe passage. The people owe it to GOD that they shall observe Hajj to this shrine, when they can afford it. As for those who disbelieve, GOD does not need anyone."
3,98,قل يا أهل الكتاب لم تكفرون بآيات الله والله شهيد على ما تعملون,"Say, ""O followers of the scripture, why do you reject these revelations of GOD, when GOD is witnessing everything you do?"""
3,99,قل يا أهل الكتاب لم تصدون عن سبيل الله من آمن تبغونها عوجا وأنتم شهداء ۗ وما الله بغافل عما تعملون,"Say, ""O followers of the scripture, why do you repel from the path of GOD those who wish to believe, and seek to distort it, even though you are witnesses?"" GOD is never unaware of anything you do."
30,0,بسم الله الرحمن الرحيم,"In the name of GOD, Most Gracious, Most Merciful."
30,1,بسم الله الرحمن الرحيم الم,A. L. M.±
30,10,ثم كان عاقبة الذين أساءوا السوأى أن كذبوا بآيات الله وكانوا بها يستهزئون,"The consequences for those who committed evil had to be evil. That is because they rejected GOD's revelations, and ridiculed them."
30,11,الله يبدأ الخلق ثم يعيده ثم إليه ترجعون,"GOD is the One who initiates the creation and repeats it. Ultimately, you will be returned to Him."
30,12,ويوم تقوم الساعة يبلس المجرمون,"On the Day when the Hour comes to pass, the guilty will be shocked."
30,13,ولم يكن لهم من شركائهم شفعاء وكانوا بشركائهم كافرين,"Their idols will have no power to intercede on their behalf; on the contrary, they will disown their idols."
30,14,ويوم تقوم الساعة يومئذ يتفرقون,"On the day when the Hour comes to pass, they will part company."
30,15,فأما الذين آمنوا وعملوا الصالحات فهم في روضة يحبرون,"As for those who believe and lead a righteous life, they will be in Paradise, rejoicing."
30,16,وأما الذين كفروا وكذبوا بآياتنا ولقاء الآخرة فأولئك في العذاب محضرون,"As for those who disbelieve, and reject our revelations and the meeting of the Hereafter, they will last in the retribution forever."
30,17,فسبحان الله حين تمسون وحين تصبحون,"Therefore, you shall glorify GOD when you retire at night, and when you rise in the morning."
30,18,وله الحمد في السماوات والأرض وعشيا وحين تظهرون,"All praise is due to Him in the heavens and the earth, throughout the evening, as well as in the middle of your day."
30,19,يخرج الحي من الميت ويخرج الميت من الحي ويحيي الأرض بعد موتها ۚ وكذلك تخرجون,"He produces the live from the dead, and produces the dead from the live, and He revives the land after it had died; you are similarly resurrected."
30,2,غلبت الروم,"Certainly, the Romans will be defeated."
30,20,ومن آياته أن خلقكم من تراب ثم إذا أنتم بشر تنتشرون,"Among His proofs is that He created you from dust, then you became reproducing humans."
30,21,ومن آياته أن خلق لكم من أنفسكم أزواجا لتسكنوا إليها وجعل بينكم مودة ورحمة ۚ إن في ذلك لآيات لقوم يتفكرون,"Among His proofs is that He created for you spouses from among yourselves, in order to have tranquility and contentment with each other, and He placed in your hearts love and care towards your spouses. In this, there are sufficient proofs for people who think."
30,22,ومن آياته خلق السماوات والأرض واختلاف ألسنتكم وألوانكم ۚ إن في ذلك لآيات للعالمين,"Among His proofs are the creation of the heavens and the earth, and the variations in your languages and your colors. In these, there are signs for the knowledgeable."
30,23,ومن آياته منامكم بالليل والنهار وابتغاؤكم من فضله ۚ إن في ذلك لآيات لقوم يسمعون,"Among His proofs is your sleeping during the night or the day, and your working in pursuit of His provisions. In this, there are sufficient proofs for people who can hear."
30,24,ومن آياته يريكم البرق خوفا وطمعا وينزل من السماء ماء فيحيي به الأرض بعد موتها ۚ إن في ذلك لآيات لقوم يعقلون,"Among His proofs is that He shows you the lightning as a source of fear, as well as hope, then He sends down from the sky water to revive a land that has been dead. In these, there are sufficient proofs for people who understand."
30,25,ومن آياته أن تقوم السماء والأرض بأمره ۚ ثم إذا دعاكم دعوة من الأرض إذا أنتم تخرجون,"Among His proofs is that the heaven and the earth are standing at His disposal. Finally, when He calls you out of the earth, one call, you will immediately come out."
30,26,وله من في السماوات والأرض ۖ كل له قانتون,To Him belongs everyone in the heavens and the earth; all are subservient to Him.
30,27,وهو الذي يبدأ الخلق ثم يعيده وهو أهون عليه ۚ وله المثل الأعلى في السماوات والأرض ۚ وهو العزيز الحكيم,"And He is the One who initiates the creation, then repeats it; this is even easier for Him. To Him belongs the most sublime similitude, in the heavens and the earth, and He is the Almighty, Most Wise."
30,28,ضرب لكم مثلا من أنفسكم ۖ هل لكم من ما ملكت أيمانكم من شركاء في ما رزقناكم فأنتم فيه سواء تخافونهم كخيفتكم أنفسكم ۚ كذلك نفصل الآيات لقوم يعقلون,"He cites for you herein an example from among yourselves: Do you ever elevate your servants or subordinates to the level where they rival you, and to the point that you pay them as much allegiance as is being paid to you? We thus explain the revelations for people who understand."
30,29,بل اتبع الذين ظلموا أهواءهم بغير علم ۖ فمن يهدي من أضل الله ۖ وما لهم من ناصرين,"Indeed, the transgressors have followed their own opinions, without knowledge. Who then can guide those who have been sent astray by GOD? No one can ever help them."
30,3,في أدنى الأرض وهم من بعد غلبهم سيغلبون,"In the nearest land. After their defeat, they will rise again and win."
30,30,فأقم وجهك للدين حنيفا ۚ فطرت الله التي فطر الناس عليها ۚ لا تبديل لخلق الله ۚ ذلك الدين القيم ولكن أكثر الناس لا يعلمون,"Therefore, you shall devote yourself to the religion of strict monotheism. Such is the natural instinct placed into the people by GOD. Such creation of GOD will never change. This is the perfect religion, but most people do not know."
30,31,منيبين إليه واتقوه وأقيموا الصلاة ولا تكونوا من المشركين,"You shall submit to Him, reverence Him, observe the Contact Prayers (Salat), and—whatever you do—do not ever fall into idol worship."
30,32,من الذين فرقوا دينهم وكانوا شيعا ۖ كل حزب بما لديهم فرحون,"(Do not fall in idol worship,) like those who divide their religion into sects; each party rejoicing with what they have."
30,33,وإذا مس الناس ضر دعوا ربهم منيبين إليه ثم إذا أذاقهم منه رحمة إذا فريق منهم بربهم يشركون,"When adversity afflicts the people, they turn to their Lord, totally devoting themselves to Him. But then, as soon as He showers them with mercy, some of them revert to idol worship.±"
30,34,ليكفروا بما آتيناهم ۚ فتمتعوا فسوف تعلمون,Let them be unappreciative of what we have given them. Enjoy temporarily; you will surely find out.
30,35,أم أنزلنا عليهم سلطانا فهو يتكلم بما كانوا به يشركون,Have we given them authorization that justifies their idolatry?
30,36,وإذا أذقنا الناس رحمة فرحوا بها ۖ وإن تصبهم سيئة بما قدمت أيديهم إذا هم يقنطون,"When we bestow mercy upon the people, they rejoice therein. But when adversity befalls them, as a consequence of their own works, they become despondent."
30,37,أولم يروا أن الله يبسط الرزق لمن يشاء ويقدر ۚ إن في ذلك لآيات لقوم يؤمنون,"Do they not realize that GOD increases the provision for whomever He wills, or reduces it? These should be lessons for people who believe."
30,38,فآت ذا القربى حقه والمسكين وابن السبيل ۚ ذلك خير للذين يريدون وجه الله ۖ وأولئك هم المفلحون,"Therefore, you shall give the relatives their rightful share (of charity), as well as the poor, and the traveling alien. This is better for those who sincerely seek GOD's pleasure; they are the winners."
30,39,وما آتيتم من ربا ليربو في أموال الناس فلا يربو عند الله ۖ وما آتيتم من زكاة تريدون وجه الله فأولئك هم المضعفون,"The usury that is practiced to increase some people's wealth, does not gain anything at GOD. But if you give to charity, seeking GOD's pleasure, these are the ones who receive their reward manifold."
30,4,في بضع سنين ۗ لله الأمر من قبل ومن بعد ۚ ويومئذ يفرح المؤمنون,"Within several years. Such is GOD's decision, both in the first prophecy, and the second. On that day, the believers shall rejoice"
30,40,الله الذي خلقكم ثم رزقكم ثم يميتكم ثم يحييكم ۖ هل من شركائكم من يفعل من ذلكم من شيء ۚ سبحانه وتعالى عما يشركون,GOD is the One who created you. He is the One who provides for you. He is the One who puts you to death. He is the One who resurrects you. Can any of your idols do any of these things? Be He glorified. He is much too exalted to have any partners.
30,41,ظهر الفساد في البر والبحر بما كسبت أيدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون,"Disasters have spread throughout the land and sea, because of what the people have committed. He thus lets them taste the consequences of some of their works, that they may return (to the right works)."
30,42,قل سيروا في الأرض فانظروا كيف كان عاقبة الذين من قبل ۚ كان أكثرهم مشركين,"Say, ""Roam the earth and note the consequences for those before you."" Most of them were idol worshipers."
30,43,فأقم وجهك للدين القيم من قبل أن يأتي يوم لا مرد له من الله ۖ يومئذ يصدعون,"Therefore, you shall devote yourself completely to this perfect religion, before a day comes which is made inevitable by GOD. On that day, they will be shocked."
30,44,من كفر فعليه كفره ۖ ومن عمل صالحا فلأنفسهم يمهدون,"Whoever disbelieves, disbelieves to the detriment of his own soul, while those who lead a righteous life, do so to strengthen and develop their own souls."
30,45,ليجزي الذين آمنوا وعملوا الصالحات من فضله ۚ إنه لا يحب الكافرين,For He will generously recompense those who believe and lead a righteous life from His bounties. He does not love the disbelievers.
30,46,ومن آياته أن يرسل الرياح مبشرات وليذيقكم من رحمته ولتجري الفلك بأمره ولتبتغوا من فضله ولعلكم تشكرون,"Among His proofs is that He sends the winds with good omen, to shower you with His mercy, and to allow the ships to run in the sea in accordance with His rules, and for you to seek His bounties (through commerce), that you may be appreciative."
30,47,ولقد أرسلنا من قبلك رسلا إلى قومهم فجاءوهم بالبينات فانتقمنا من الذين أجرموا ۖ وكان حقا علينا نصر المؤمنين,"We have sent messengers before you to their people, with profound signs. Subsequently, we punished those who transgressed. It is our duty that we grant victory to the believers."
30,48,الله الذي يرسل الرياح فتثير سحابا فيبسطه في السماء كيف يشاء ويجعله كسفا فترى الودق يخرج من خلاله ۖ فإذا أصاب به من يشاء من عباده إذا هم يستبشرون,"GOD is the One who sends the winds, to stir up clouds, to be spread throughout the sky in accordance with His will. He then piles the clouds up, then you see the rain coming down therefrom. When it falls on whomever He chooses from among His servants, they rejoice."
30,49,وإن كانوا من قبل أن ينزل عليهم من قبله لمبلسين,"Before it fell on them, they had resorted to despair."
30,5,بنصر الله ۚ ينصر من يشاء ۖ وهو العزيز الرحيم,"in GOD's victory. He grants victory to whomever He wills. He is the Almighty, Most Merciful."
30,50,فانظر إلى آثار رحمت الله كيف يحيي الأرض بعد موتها ۚ إن ذلك لمحيي الموتى ۖ وهو على كل شيء قدير,"You shall appreciate GOD's continuous mercy, and how He revives the land that has been dead. He will just as certainly resurrect the dead. He is Omnipotent."
30,51,ولئن أرسلنا ريحا فرأوه مصفرا لظلوا من بعده يكفرون,"Had we sent upon them instead a yellow sandstorm, they would have continued to disbelieve."
30,52,فإنك لا تسمع الموتى ولا تسمع الصم الدعاء إذا ولوا مدبرين,"You cannot make the dead, nor the deaf, hear the call, once they turn away."
30,53,وما أنت بهاد العمي عن ضلالتهم ۖ إن تسمع إلا من يؤمن بآياتنا فهم مسلمون,"Nor can you guide the blind out of their straying. You can only be heard by those who believe in our revelations, and decide to become submitters."
30,54,الله الذي خلقكم من ضعف ثم جعل من بعد ضعف قوة ثم جعل من بعد قوة ضعفا وشيبة ۚ يخلق ما يشاء ۖ وهو العليم القدير,"GOD is the One who created you weak, then granted you after the weakness strength, then substituted after the strength weakness and gray hair. He creates whatever He wills. He is the Omniscient, the Omnipotent."
30,55,ويوم تقوم الساعة يقسم المجرمون ما لبثوا غير ساعة ۚ كذلك كانوا يؤفكون,"On the day when the Hour comes to pass, the guilty will swear that they lasted (in this world) only one hour. That is how wrong they were."
30,56,وقال الذين أوتوا العلم والإيمان لقد لبثتم في كتاب الله إلى يوم البعث ۖ فهذا يوم البعث ولكنكم كنتم لا تعلمون,"Those who are blessed with knowledge and faith will say, ""You have lasted, according to GOD's decree, until the Day of Resurrection. Now, this is the Day of Resurrection, but you failed to recognize it."""
30,57,فيومئذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون,"Therefore, no apology, on that day, will benefit the transgressors, nor will they be excused."
30,58,ولقد ضربنا للناس في هذا القرآن من كل مثل ۚ ولئن جئتهم بآية ليقولن الذين كفروا إن أنتم إلا مبطلون,"Thus, we have cited for the people in this Quran all kinds of examples. Yet, no matter what kind of proof you present to the disbelievers, they say, ""You are falsifiers."""
30,59,كذلك يطبع الله على قلوب الذين لا يعلمون,GOD thus seals the hearts of those who do not know.
30,6,وعد الله ۖ لا يخلف الله وعده ولكن أكثر الناس لا يعلمون,Such is GOD's promise—and GOD never breaks His promise—but most people do not know.
30,60,فاصبر إن وعد الله حق ۖ ولا يستخفنك الذين لا يوقنون,"Therefore, you shall steadfastly persevere—for GOD's promise is the truth—and do not be intimidated by those who have not attained certainty."
30,7,يعلمون ظاهرا من الحياة الدنيا وهم عن الآخرة هم غافلون,"They care only about things of this world that are visible to them, while being totally oblivious to the Hereafter."
30,8,أولم يتفكروا في أنفسهم ۗ ما خلق الله السماوات والأرض وما بينهما إلا بالحق وأجل مسمى ۗ وإن كثيرا من الناس بلقاء ربهم لكافرون,"Why do they not reflect on themselves? GOD did not create the heavens and the earth, and everything between them, except for a specific purpose, and for a specific life span. However, most people, with regard to meeting their Lord, are disbelievers."
30,9,أولم يسيروا في الأرض فينظروا كيف كان عاقبة الذين من قبلهم ۚ كانوا أشد منهم قوة وأثاروا الأرض وعمروها أكثر مما عمروها وجاءتهم رسلهم بالبينات ۖ فما كان الله ليظلمهم ولكن كانوا أنفسهم يظلمون,"Have they not roamed the earth and noted the consequences for those who preceded them? They used to be more powerful, more prosperous, and more productive on earth. Their messengers went to them with clear signs. Consequently, GOD was not the One who wronged them, they are the ones who wronged their own souls."
31,0,بسم الله الرحمن الرحيم,"In the name of GOD, Most Gracious, Most Merciful."
31,1,بسم الله الرحمن الرحيم الم,A. L. M.±
31,10,خلق السماوات بغير عمد ترونها ۖ وألقى في الأرض رواسي أن تميد بكم وبث فيها من كل دابة ۚ وأنزلنا من السماء ماء فأنبتنا فيها من كل زوج كريم,"He created the heavens without pillars that you can see. He established on earth stabilizers (mountains) lest it tumbles with you, and He spread on it all kinds of creatures. We send down from the sky water to grow all kinds of beautiful plants."
31,11,هذا خلق الله فأروني ماذا خلق الذين من دونه ۚ بل الظالمون في ضلال مبين,"Such is the creation of GOD; show me what the idols you set up beside Him have created. Indeed, the transgressors are far astray."
31,12,ولقد آتينا لقمان الحكمة أن اشكر لله ۚ ومن يشكر فإنما يشكر لنفسه ۖ ومن كفر فإن الله غني حميد,"We have endowed Luqmãn with wisdom: ""You shall be appreciative of GOD."" Whoever is appreciative is appreciative for his own good. As for those who turn unappreciative, GOD is in no need, Praiseworthy."
31,13,وإذ قال لقمان لابنه وهو يعظه يا بني لا تشرك بالله ۖ إن الشرك لظلم عظيم,"Recall that Luqmãn said to his son, as he enlightened him, ""O my son, do not set up any idols beside GOD; idolatry is a gross injustice.""±"
31,14,ووصينا الإنسان بوالديه حملته أمه وهنا على وهن وفصاله في عامين أن اشكر لي ولوالديك إلي المصير,"We enjoined the human being to honor his parents. His mother bore him, and the load got heavier and heavier. It takes two years (of intensive care) until weaning. You shall be appreciative of Me, and of your parents. To Me is the ultimate destiny."
31,15,وإن جاهداك على أن تشرك بي ما ليس لك به علم فلا تطعهما ۖ وصاحبهما في الدنيا معروفا ۖ واتبع سبيل من أناب إلي ۚ ثم إلي مرجعكم فأنبئكم بما كنتم تعملون,"If they try to force you to set up any idols beside Me, do not obey them. But continue to treat them amicably in this world. You shall follow only the path of those who have submitted to Me. Ultimately, you all return to Me, then I will inform you of everything you have done."
31,16,يا بني إنها إن تك مثقال حبة من خردل فتكن في صخرة أو في السماوات أو في الأرض يأت بها الله ۚ إن الله لطيف خبير,"""O my son, know that even something as tiny as a mustard seed, deep inside a rock, be it in the heavens or the earth, GOD will bring it. GOD is Sublime, Cognizant."
31,17,يا بني أقم الصلاة وأمر بالمعروف وانه عن المنكر واصبر على ما أصابك ۖ إن ذلك من عزم الأمور,"""O my son, you shall observe the Contact Prayers (Salat). You shall advocate righteousness and forbid evil, and remain steadfast in the face of adversity. These are the most honorable traits."
31,18,ولا تصعر خدك للناس ولا تمش في الأرض مرحا ۖ إن الله لا يحب كل مختال فخور,"""You shall not treat the people with arrogance, nor shall you roam the earth proudly. GOD does not like the arrogant showoffs."
31,19,واقصد في مشيك واغضض من صوتك ۚ إن أنكر الأصوات لصوت الحمير,"""Walk humbly and lower your voice—the ugliest voice is the donkey's voice."""
31,2,تلك آيات الكتاب الحكيم,These (letters) constitute proofs of this book of wisdom.
31,20,ألم تروا أن الله سخر لكم ما في السماوات وما في الأرض وأسبغ عليكم نعمه ظاهرة وباطنة ۗ ومن الناس من يجادل في الله بغير علم ولا هدى ولا كتاب منير,"Do you not see that GOD has committed in your service everything in the heavens and the earth, and has showered you with His blessings— obvious and hidden? Yet, some people argue about GOD without knowledge, without guidance, and without the enlightening scripture."
31,21,وإذا قيل لهم اتبعوا ما أنزل الله قالوا بل نتبع ما وجدنا عليه آباءنا ۚ أولو كان الشيطان يدعوهم إلى عذاب السعير,"When they are told, ""Follow these revelations of GOD,"" they say, ""No, we follow only what we found our parents doing."" What if the devil is leading them to the agony of Hell?"
31,22,ومن يسلم وجهه إلى الله وهو محسن فقد استمسك بالعروة الوثقى ۗ وإلى الله عاقبة الأمور,"Those who submit completely to GOD, while leading a righteous life, have gotten hold of the strongest bond. For GOD is in full control of all things."
31,23,ومن كفر فلا يحزنك كفره ۚ إلينا مرجعهم فننبئهم بما عملوا ۚ إن الله عليم بذات الصدور,"As for those who disbelieve, do not be saddened by their disbelief. To us is their ultimate return, then we will inform them of everything they had done. GOD is fully aware of the innermost thoughts."
31,24,نمتعهم قليلا ثم نضطرهم إلى عذاب غليظ,"We let them enjoy temporarily, then commit them to severe retribution."
31,25,ولئن سألتهم من خلق السماوات والأرض ليقولن الله ۚ قل الحمد لله ۚ بل أكثرهم لا يعلمون,"If you ask them, ""Who created the heavens and the earth,"" they will say, ""GOD."" Say, ""Praise be to GOD."" Yet, most of them do not know."
31,26,لله ما في السماوات والأرض ۚ إن الله هو الغني الحميد,"To GOD belongs everything in the heavens and the earth. GOD is the Most Rich, Most Praiseworthy."
31,27,ولو أنما في الأرض من شجرة أقلام والبحر يمده من بعده سبعة أبحر ما نفدت كلمات الله ۗ إن الله عزيز حكيم,"If all the trees on earth were made into pens, and the ocean supplied the ink, augmented by seven more oceans, the words of GOD would not run out. GOD is Almighty, Most Wise."
31,28,ما خلقكم ولا بعثكم إلا كنفس واحدة ۗ إن الله سميع بصير,"The creation and resurrection of all of you is the same as that of one person. GOD is Hearer, Seer."
31,29,ألم تر أن الله يولج الليل في النهار ويولج النهار في الليل وسخر الشمس والقمر كل يجري إلى أجل مسمى وأن الله بما تعملون خبير,"Do you not realize that GOD merges the night into the day and merges the day into the night, and that He has committed the sun and the moon in your service, each running in its orbit for a specific life span, and that GOD is fully Cognizant of everything you do?"
31,3,هدى ورحمة للمحسنين,A beacon and a mercy for the righteous.
31,30,ذلك بأن الله هو الحق وأن ما يدعون من دونه الباطل وأن الله هو العلي الكبير,"This proves that GOD is the truth, while any idol they set up beside Him is falsehood, and that GOD is the Most High, Most Great."
31,31,ألم تر أن الفلك تجري في البحر بنعمت الله ليريكم من آياته ۚ إن في ذلك لآيات لكل صبار شكور,"Do you not see that the ships roam the sea, carrying GOD's provisions, to show you some of His proofs? Indeed, these should be sufficient proofs for everyone who is steadfast, appreciative."
31,32,وإذا غشيهم موج كالظلل دعوا الله مخلصين له الدين فلما نجاهم إلى البر فمنهم مقتصد ۚ وما يجحد بآياتنا إلا كل ختار كفور,"When violent waves surround them, they implore GOD, sincerely devoting their prayers to Him alone. But as soon as He saves them to the shore, some of them revert. None discards our revelations except those who are betrayers, unappreciative."
31,33,يا أيها الناس اتقوا ربكم واخشوا يوما لا يجزي والد عن ولده ولا مولود هو جاز عن والده شيئا ۚ إن وعد الله حق ۖ فلا تغرنكم الحياة الدنيا ولا يغرنكم بالله الغرور,"O people, you shall reverence your Lord, and fear a day when a father cannot help his own child, nor a child can help his father. Certainly, GOD's promise is truth. Therefore, do not be distracted by this life; do not be distracted from GOD by mere illusions."
31,34,إن الله عنده علم الساعة وينزل الغيث ويعلم ما في الأرحام ۖ وما تدري نفس ماذا تكسب غدا ۖ وما تدري نفس بأي أرض تموت ۚ إن الله عليم خبير,"With GOD is the knowledge regarding the Hour (end of the world).± He is the One who sends down the rain, and He knows the contents of the womb. No soul knows what will happen to it tomorrow, and no one knows in which land he or she will die. GOD is Omniscient, Cognizant."
31,4,الذين يقيمون الصلاة ويؤتون الزكاة وهم بالآخرة هم يوقنون,"Who observe the Contact Prayers (Salat), give the obligatory charity (Zakat), and as regards the Hereafter, they are absolutely certain."
31,5,أولئك على هدى من ربهم ۖ وأولئك هم المفلحون,"They are following the guidance from their Lord, and they are the winners."
31,6,ومن الناس من يشتري لهو الحديث ليضل عن سبيل الله بغير علم ويتخذها هزوا ۚ أولئك لهم عذاب مهين,"Among the people, there are those who uphold baseless Hadith, and thus divert others from the path of GOD without knowledge, and take it in vain. These have incurred a shameful retribution."
31,7,وإذا تتلى عليه آياتنا ولى مستكبرا كأن لم يسمعها كأن في أذنيه وقرا ۖ فبشره بعذاب أليم,"And when our revelations are recited to the one of them, he turns away in arrogance as if he never heard them, as if his ears are deaf. Promise him a painful retribution."
31,8,إن الذين آمنوا وعملوا الصالحات لهم جنات النعيم,"Surely, those who believe and lead a righteous life have deserved the gardens of bliss."
31,9,خالدين فيها ۖ وعد الله حقا ۚ وهو العزيز الحكيم,"Eternally they abide therein. This is the truthful promise of GOD. He is the Almighty, Most Wise."
32,0,بسم الله الرحمن الرحيم,"In the name of GOD, Most Gracious, Most Merciful."
32,1,بسم الله الرحمن الرحيم الم,A. L. M.±
32,10,وقالوا أإذا ضللنا في الأرض أإنا لفي خلق جديد ۚ بل هم بلقاء ربهم كافرون,"They wonder, ""After we vanish into the earth, do we get created anew?"" Thus, as regards meeting their Lord, they are disbelievers."
32,11,قل يتوفاكم ملك الموت الذي وكل بكم ثم إلى ربكم ترجعون,"Say, ""You will be put to death by the angel in whose charge you are placed, then to your Lord you will be returned."""
32,12,ولو ترى إذ المجرمون ناكسو رءوسهم عند ربهم ربنا أبصرنا وسمعنا فارجعنا نعمل صالحا إنا موقنون,"If only you could see the guilty when they bow down their heads before their Lord: ""Our Lord, now we have seen and we have heard. Send us back and we will be righteous. Now we have attained certainty.""±"
