verse_index,verse_id,chapter_number,verse_number,chapter_verses,verse_id_arabic,english_1989,arabic_uthmani,pdf_page_1989,printed_page_1989,english_bbox,english_transcription_source,english_transcription_note,arabic_alignment_note
3606,33:44,33,44,73,٤٤:٣٣,"Their greeting the day they meet Him is, “Peace,” and He has prepared for them a generous recompense.",تَحِيَّتُهُمْ يَوْمَ يَلْقَوْنَهُۥ سَلَـٰمٌ ۚ وَأَعَدَّ لَهُمْ أَجْرًا كَرِيمًا,443,424,"[39.0, 42.443, 441.5, 70.051]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3607,33:45,33,45,73,٤٥:٣٣,"O prophet, we have sent you as a witness, a bearer of good news, and a warner.",يَـٰٓأَيُّهَا ٱلنَّبِىُّ إِنَّآ أَرْسَلْنَـٰكَ شَـٰهِدًا وَمُبَشِّرًا وَنَذِيرًا,443,424,"[39.25, 79.051, 274.594, 105.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3608,33:46,33,46,73,٤٦:٣٣,"Inviting to GOD, in accordance with His will, and a guiding beacon.",وَدَاعِيًا إِلَى ٱللَّهِ بِإِذْنِهِۦ وَسِرَاجًا مُّنِيرًا,443,424,"[39.5, 114.639, 296.531, 141.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3609,33:47,33,47,73,٤٧:٣٣,"Deliver good news to the believers, that they have deserved from GOD a great blessing.",وَبَشِّرِ ٱلْمُؤْمِنِينَ بِأَنَّ لَهُم مِّنَ ٱللَّهِ فَضْلًا كَبِيرًا,443,424,"[39.5, 150.702, 244.626, 192.2]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3610,33:48,33,48,73,٤٨:٣٣,"Do not obey the disbelievers and the hypocrites, disregard their persecu tion, and put your trust in GOD; GOD suffices as an advocate.",وَلَا تُطِعِ ٱلْكَـٰفِرِينَ وَٱلْمُنَـٰفِقِينَ وَدَعْ أَذَىٰهُمْ وَتَوَكَّلْ عَلَى ٱللَّهِ ۚ وَكَفَىٰ بِٱللَّهِ وَكِيلًا,443,424,"[39.7, 200.751, 249.268, 257.389]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3611,33:49,33,49,73,٤٩:٣٣,"O you who believe, if you married believing women, then divorced them before having intercourse with them, they do not owe you any waiting interim (before marrying another man). You shall compensate them, and let them go amicably.",يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا نَكَحْتُمُ ٱلْمُؤْمِنَـٰتِ ثُمَّ طَلَّقْتُمُوهُنَّ مِن قَبْلِ أَن تَمَسُّوهُنَّ فَمَا لَكُمْ عَلَيْهِنَّ مِنْ عِدَّةٍ تَعْتَدُّونَهَا ۖ فَمَتِّعُوهُنَّ وَسَرِّحُوهُنَّ سَرَاحًا جَمِيلًا,443,424,"[39.95, 282.801, 251.678, 379.997]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3567,33:5,33,5,73,٥:٣٣,"You shall give your adopted children names that preserve their relationship to their genetic fathers. This is more equitable in the sight of GOD. If you do not know their fathers, then, as your brethren in religion, you shall treat them as members of your family. You do not commit a sin if you make a mistake in this respect; you are only responsible for your actual intentions. GOD is Forgiver, Most Merciful.",ٱدْعُوهُمْ لِـَٔابَآئِهِمْ هُوَ أَقْسَطُ عِندَ ٱللَّهِ ۚ فَإِن لَّمْ تَعْلَمُوٓا۟ ءَابَآءَهُمْ فَإِخْوَٰنُكُمْ فِى ٱلدِّينِ وَمَوَٰلِيكُمْ ۚ وَلَيْسَ عَلَيْكُمْ جُنَاحٌ فِيمَآ أَخْطَأْتُم بِهِۦ وَلَـٰكِن مَّا تَعَمَّدَتْ قُلُوبُكُمْ ۚ وَكَانَ ٱللَّهُ غَفُورًا رَّحِيمًا,437,418,"[40.7, 368.871, 251.145, 526.301]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3612,33:50,33,50,73,٥٠:٣٣,"O prophet, we made lawful for you in marriage the wives to whom you have paid their due dowry, or what you already have, as granted to you by GOD. Also lawful for you in marriage are the daughters of your father’s brothers, the daughters of your father’s sisters, the daughters of your mother’s brothers, the daughters of your mother’s sisters, who have emigrated with you. Also, if a believing woman gave herself to the prophet, by forfeiting the dowry, the prophet may marry her, without a dowry, if he so wishes. However, her forfeiting of the dowry applies only to the prophet, and not to the other believers. We have already decreed their rights in regard to their spouses or what they already have. This is to spare you any embarrassment. GOD is Forgiver, Most Merciful.",يَـٰٓأَيُّهَا ٱلنَّبِىُّ إِنَّآ أَحْلَلْنَا لَكَ أَزْوَٰجَكَ ٱلَّـٰتِىٓ ءَاتَيْتَ أُجُورَهُنَّ وَمَا مَلَكَتْ يَمِينُكَ مِمَّآ أَفَآءَ ٱللَّهُ عَلَيْكَ وَبَنَاتِ عَمِّكَ وَبَنَاتِ عَمَّـٰتِكَ وَبَنَاتِ خَالِكَ وَبَنَاتِ خَـٰلَـٰتِكَ ٱلَّـٰتِى هَاجَرْنَ مَعَكَ وَٱمْرَأَةً مُّؤْمِنَةً إِن وَهَبَتْ نَفْسَهَا لِلنَّبِىِّ إِنْ أَرَادَ ٱلنَّبِىُّ أَن يَسْتَنكِحَهَا خَالِصَةً لَّكَ مِن دُونِ ٱلْمُؤْمِنِينَ ۗ قَدْ عَلِمْنَا مَا فَرَضْنَا عَلَيْهِمْ فِىٓ أَزْوَٰجِهِمْ وَمَا مَلَكَتْ أَيْمَـٰنُهُمْ لِكَيْلَا يَكُونَ عَلَيْكَ حَرَجٌ ۗ وَكَانَ ٱللَّهُ غَفُورًا رَّحِيمًا,443,424,"[40.45, 388.551, 429.238, 658.789]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3613,33:51,33,51,73,٥١:٣٣,"You may gently shun any one of them, and you may bring closer any one of them. If you reconcile with any one you had estranged, you commit no error. In this way, they will be pleased, and will have no worries, and will be content with what you equitably offer to all of them. GOD knows what is in your hearts. GOD is Omniscient, Clement.",تُرْجِى مَن تَشَآءُ مِنْهُنَّ وَتُـْٔوِىٓ إِلَيْكَ مَن تَشَآءُ ۖ وَمَنِ ٱبْتَغَيْتَ مِمَّنْ عَزَلْتَ فَلَا جُنَاحَ عَلَيْكَ ۚ ذَٰلِكَ أَدْنَىٰٓ أَن تَقَرَّ أَعْيُنُهُنَّ وَلَا يَحْزَنَّ وَيَرْضَيْنَ بِمَآ ءَاتَيْتَهُنَّ كُلُّهُنَّ ۚ وَٱللَّهُ يَعْلَمُ مَا فِى قُلُوبِكُمْ ۚ وَكَانَ ٱللَّهُ عَلِيمًا حَلِيمًا,444,425,"[40.7, 44.851, 450.53, 129.589]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3614,33:52,33,52,73,٥٢:٣٣,"Beyond the categories described to you, you are enjoined from marrying any other women, nor can you substitute a new wife (from the prohibited categories), no matter how much you admire their beauty. You must be content with what you are already permitted. GOD is watchful over all things.",لَّا يَحِلُّ لَكَ ٱلنِّسَآءُ مِنۢ بَعْدُ وَلَآ أَن تَبَدَّلَ بِهِنَّ مِنْ أَزْوَٰجٍ وَلَوْ أَعْجَبَكَ حُسْنُهُنَّ إِلَّا مَا مَلَكَتْ يَمِينُكَ ۗ وَكَانَ ٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ رَّقِيبًا,444,425,"[41.4, 137.601, 250.032, 264.589]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3615,33:53,33,53,73,٥٣:٣٣,"O you who believe, do not enter the prophet’s homes unless you are given permission to eat, nor shall you force such an invitation. Once you are invited, you may enter. When you finish eating, you shall leave; do not engage him in lengthy conversations. This used to hurt the prophet, and he was too shy to tell you. But GOD does not shy away from the truth. If you have to ask his wives for something, ask them from behind a barrier. This is purer for your hearts and their hearts. You do not wish to hurt the messenger of GOD. You shall not marry his wives after him, for this would be a gross offense in the sight of GOD.*",يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَدْخُلُوا۟ بُيُوتَ ٱلنَّبِىِّ إِلَّآ أَن يُؤْذَنَ لَكُمْ إِلَىٰ طَعَامٍ غَيْرَ نَـٰظِرِينَ إِنَىٰهُ وَلَـٰكِنْ إِذَا دُعِيتُمْ فَٱدْخُلُوا۟ فَإِذَا طَعِمْتُمْ فَٱنتَشِرُوا۟ وَلَا مُسْتَـْٔنِسِينَ لِحَدِيثٍ ۚ إِنَّ ذَٰلِكُمْ كَانَ يُؤْذِى ٱلنَّبِىَّ فَيَسْتَحْىِۦ مِنكُمْ ۖ وَٱللَّهُ لَا يَسْتَحْىِۦ مِنَ ٱلْحَقِّ ۚ وَإِذَا سَأَلْتُمُوهُنَّ مَتَـٰعًا فَسْـَٔلُوهُنَّ مِن وَرَآءِ حِجَابٍ ۚ ذَٰلِكُمْ أَطْهَرُ لِقُلُوبِكُمْ وَقُلُوبِهِنَّ ۚ وَمَا كَانَ لَكُمْ أَن تُؤْذُوا۟ رَسُولَ ٱللَّهِ وَلَآ أَن تَنكِحُوٓا۟ أَزْوَٰجَهُۥ مِنۢ بَعْدِهِۦٓ أَبَدًا ۚ إِنَّ ذَٰلِكُمْ كَانَ عِندَ ٱللَّهِ عَظِيمًا,444,425,"[41.9, 289.401, 257.06, 546.688]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3616,33:54,33,54,73,٥٤:٣٣,"Whether you declare anything, or hide it, GOD is fully aware of all things.",إِن تُبْدُوا۟ شَيْـًٔا أَوْ تُخْفُوهُ فَإِنَّ ٱللَّهَ كَانَ بِكُلِّ شَىْءٍ عَلِيمًا,444,425,"[40.9, 555.039, 447.18, 568.039]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3617,33:55,33,55,73,٥٥:٣٣,"The women may relax (their dress code) around their fathers, their sons, their brothers, the sons of their brothers, the sons of their sisters, the other women, and their (female) servants. They shall observe GOD. GOD witnesses all things.",لَّا جُنَاحَ عَلَيْهِنَّ فِىٓ ءَابَآئِهِنَّ وَلَآ أَبْنَآئِهِنَّ وَلَآ إِخْوَٰنِهِنَّ وَلَآ أَبْنَآءِ إِخْوَٰنِهِنَّ وَلَآ أَبْنَآءِ أَخَوَٰتِهِنَّ وَلَا نِسَآئِهِنَّ وَلَا مَا مَلَكَتْ أَيْمَـٰنُهُنَّ ۗ وَٱتَّقِينَ ٱللَّهَ ۚ إِنَّ ٱللَّهَ كَانَ عَلَىٰ كُلِّ شَىْءٍ شَهِيدًا,445,426,"[39.7, 44.748, 373.078, 115.889]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3618,33:56,33,56,73,٥٦:٣٣,"GOD and His angels help and support the prophet. O you who believe, you shall help and support him, and regard him as he should be regarded.*",إِنَّ ٱللَّهَ وَمَلَـٰٓئِكَتَهُۥ يُصَلُّونَ عَلَى ٱلنَّبِىِّ ۚ يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ صَلُّوا۟ عَلَيْهِ وَسَلِّمُوا۟ تَسْلِيمًا,445,426,"[40.2, 141.289, 328.94, 197.351]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3619,33:57,33,57,73,٥٧:٣٣,"Surely, those who insult GOD and His messenger, GOD condemns them in this life and in the Hereafter; He has prepared for them a shameful retribution.",إِنَّ ٱلَّذِينَ يُؤْذُونَ ٱللَّهَ وَرَسُولَهُۥ لَعَنَهُمُ ٱللَّهُ فِى ٱلدُّنْيَا وَٱلْءَاخِرَةِ وَأَعَدَّ لَهُمْ عَذَابًا مُّهِينًا,445,426,"[40.45, 205.989, 252.822, 276.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3620,33:58,33,58,73,٥٨:٣٣,"Those who insult the believing men and the believing women, without justification, have committed not only a falsehood, but also a gross blasphemy.",وَٱلَّذِينَ يُؤْذُونَ ٱلْمُؤْمِنِينَ وَٱلْمُؤْمِنَـٰتِ بِغَيْرِ مَا ٱكْتَسَبُوا۟ فَقَدِ ٱحْتَمَلُوا۟ بُهْتَـٰنًا وَإِثْمًا مُّبِينًا,445,426,"[40.7, 285.451, 242.516, 354.198]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3621,33:59,33,59,73,٥٩:٣٣,"O prophet, tell your wives, your daughters, and the believing women to lengthen their garments. Thus, they will be recognized (as righteous women) and avoid being insulted. GOD is Forgiver, Most Merciful.",يَـٰٓأَيُّهَا ٱلنَّبِىُّ قُل لِّأَزْوَٰجِكَ وَبَنَاتِكَ وَنِسَآءِ ٱلْمُؤْمِنِينَ يُدْنِينَ عَلَيْهِنَّ مِن جَلَـٰبِيبِهِنَّ ۚ ذَٰلِكَ أَدْنَىٰٓ أَن يُعْرَفْنَ فَلَا يُؤْذَيْنَ ۗ وَكَانَ ٱللَّهُ غَفُورًا رَّحِيمًا,445,426,"[41.15, 379.551, 245.298, 463.639]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3568,33:6,33,6,73,٦:٣٣,"The prophet is closer to the believers than they are to each other, and his wives are like their mothers. Those who are related to each other shall take care of one another in accordance with GOD’s scripture. Thus, the believers shall take care of their relatives who immigrate to them, provided they have taken care of their own families first. These are commandments of this scripture.",ٱلنَّبِىُّ أَوْلَىٰ بِٱلْمُؤْمِنِينَ مِنْ أَنفُسِهِمْ ۖ وَأَزْوَٰجُهُۥٓ أُمَّهَـٰتُهُمْ ۗ وَأُو۟لُوا۟ ٱلْأَرْحَامِ بَعْضُهُمْ أَوْلَىٰ بِبَعْضٍ فِى كِتَـٰبِ ٱللَّهِ مِنَ ٱلْمُؤْمِنِينَ وَٱلْمُهَـٰجِرِينَ إِلَّآ أَن تَفْعَلُوٓا۟ إِلَىٰٓ أَوْلِيَآئِكُم مَّعْرُوفًا ۚ كَانَ ذَٰلِكَ فِى ٱلْكِتَـٰبِ مَسْطُورًا,437,418,"[41.15, 547.016, 449.98, 619.401]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3622,33:60,33,60,73,٦٠:٣٣,"Unless the hypocrites, and those with disease in their hearts, and the vicious people of the city refrain (from attacking you), we will surely grant you the upper hand, then they will be forced to leave within a short while.",لَّئِن لَّمْ يَنتَهِ ٱلْمُنَـٰفِقُونَ وَٱلَّذِينَ فِى قُلُوبِهِم مَّرَضٌ وَٱلْمُرْجِفُونَ فِى ٱلْمَدِينَةِ لَنُغْرِيَنَّكَ بِهِمْ ثُمَّ لَا يُجَاوِرُونَكَ فِيهَآ إِلَّا قَلِيلًا,445,426,"[41.15, 472.301, 280.702, 555.349]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3623,33:61,33,61,73,٦١:٣٣,"They have incurred condemnation wherever they go; (unless they stop attacking you,) they may be taken and killed.",مَّلْعُونِينَ ۖ أَيْنَمَا ثُقِفُوٓا۟ أُخِذُوا۟ وَقُتِّلُوا۟ تَقْتِيلًا,445,426,"[41.15, 563.951, 374.946, 590.251]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3624,33:62,33,62,73,٦٢:٣٣,"This is GOD’s eternal system, and GOD’s system never changes.",سُنَّةَ ٱللَّهِ فِى ٱلَّذِينَ خَلَوْا۟ مِن قَبْلُ ۖ وَلَن تَجِدَ لِسُنَّةِ ٱللَّهِ تَبْدِيلًا,445,426,"[40.9, 599.189, 397.915, 612.189]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3625,33:63,33,63,73,٦٣:٣٣,"The people ask you about the Hour. Say, “The knowledge thereof is with G O I For all that you know, the Hour may be close.”",يَسْـَٔلُكَ ٱلنَّاسُ عَنِ ٱلسَّاعَةِ ۖ قُلْ إِنَّمَا عِلْمُهَا عِندَ ٱللَّهِ ۚ وَمَا يُدْرِيكَ لَعَلَّ ٱلسَّاعَةَ تَكُونُ قَرِيبًا,446,427,"[41.65, 66.989, 473.139, 93.551]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3626,33:64,33,64,73,٦٤:٣٣,"GOD has condemned the disbelievers, and has prepared for them Hell.",إِنَّ ٱللَّهَ لَعَنَ ٱلْكَـٰفِرِينَ وَأَعَدَّ لَهُمْ سَعِيرًا,446,427,"[41.9, 119.439, 433.403, 132.439]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3627,33:65,33,65,73,٦٥:٣٣,"Eternally they abide therein. They will find no lord, nor a supporter.",خَـٰلِدِينَ فِيهَآ أَبَدًا ۖ لَّا يَجِدُونَ وَلِيًّا وَلَا نَصِيرًا,446,427,"[41.9, 140.752, 413.672, 152.752]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3628,33:66,33,66,73,٦٦:٣٣,"The day they are thrown into Hell, they will say, “Oh, we wish we obeyed GOD and the messenger.”",يَوْمَ تُقَلَّبُ وُجُوهُهُمْ فِى ٱلنَّارِ يَقُولُونَ يَـٰلَيْتَنَآ أَطَعْنَا ٱللَّهَ وَأَطَعْنَا ٱلرَّسُولَا۠,446,427,"[41.9, 161.152, 256.707, 203.389]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3629,33:67,33,67,73,٦٧:٣٣,"And they will say, “Our Lord, we have obeyed our masters and leaders but they led us astray.",وَقَالُوا۟ رَبَّنَآ إِنَّآ أَطَعْنَا سَادَتَنَا وَكُبَرَآءَنَا فَأَضَلُّونَا ٱلسَّبِيلَا۠,446,427,"[42.1, 211.402, 252.111, 251.751]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3630,33:68,33,68,73,٦٨:٣٣,"“Our Lord, give them double the retribution, and curse them a tremendous curse.”",رَبَّنَآ ءَاتِهِمْ ضِعْفَيْنِ مِنَ ٱلْعَذَابِ وَٱلْعَنْهُمْ لَعْنًا كَبِيرًا,446,427,"[42.1, 260.352, 233.008, 300.752]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3631,33:69,33,69,73,٦٩:٣٣,"O you who believe, do not be like those who hurt Moses, then GOD absolved him of what they said. He was, in the sight of GOD, honorable",يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَكُونُوا۟ كَٱلَّذِينَ ءَاذَوْا۟ مُوسَىٰ فَبَرَّأَهُ ٱللَّهُ مِمَّا قَالُوا۟ ۚ وَكَانَ عِندَ ٱللَّهِ وَجِيهًا,446,427,"[41.9, 309.802, 252.854, 366.337]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3569,33:7,33,7,73,٧:٣٣,"Recall that we took from the prophets their covenant, including a pledge from you (O Muhammad), and from Noah, Abraham, Moses, and Jesus the son of Mary. We took from them a solemn pledge.*",وَإِذْ أَخَذْنَا مِنَ ٱلنَّبِيِّـۧنَ مِيثَـٰقَهُمْ وَمِنكَ وَمِن نُّوحٍ وَإِبْرَٰهِيمَ وَمُوسَىٰ وَعِيسَى ٱبْنِ مَرْيَمَ ۖ وَأَخَذْنَا مِنْهُم مِّيثَـٰقًا غَلِيظًا,438,419,"[41.15, 75.285, 469.442, 107.152]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3632,33:70,33,70,73,٧٠:٣٣,"O you who believe, observe GOD and utter only the correct utterances.",يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱتَّقُوا۟ ٱللَّهَ وَقُولُوا۟ قَوْلًا سَدِيدًا,446,427,"[41.9, 374.589, 253.352, 401.352]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3633,33:71,33,71,73,٧١:٣٣,"He will then correct your works, and forgive your sins. Those who obey GOD and His messenger have triumphed a great triumph.",يُصْلِحْ لَكُمْ أَعْمَـٰلَكُمْ وَيَغْفِرْ لَكُمْ ذُنُوبَكُمْ ۗ وَمَن يُطِعِ ٱللَّهَ وَرَسُولَهُۥ فَقَدْ فَازَ فَوْزًا عَظِيمًا,446,427,"[41.65, 409.752, 250.702, 465.801]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3634,33:72,33,72,73,٧٢:٣٣,"We have offered the responsibility (freedom of choice) to the heavens and the earth, and the mountains, but they refused to bear it, and were afraid of it. But the human being accepted it; he was transgressing, ignorant.*",إِنَّا عَرَضْنَا ٱلْأَمَانَةَ عَلَى ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَٱلْجِبَالِ فَأَبَيْنَ أَن يَحْمِلْنَهَا وَأَشْفَقْنَ مِنْهَا وَحَمَلَهَا ٱلْإِنسَـٰنُ ۖ إِنَّهُۥ كَانَ ظَلُومًا جَهُولًا,446,427,"[41.15, 491.602, 460.0, 561.352]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3635,33:73,33,73,73,٧٣:٣٣,"For GOD will inevitably punish the hypocrite men and the hypocrite women, and the idol worshiping men and the idol worshiping women. GOD redeems the believing men and the believing women. GOD is Forgiver, Most Merciful.",لِّيُعَذِّبَ ٱللَّهُ ٱلْمُنَـٰفِقِينَ وَٱلْمُنَـٰفِقَـٰتِ وَٱلْمُشْرِكِينَ وَٱلْمُشْرِكَـٰتِ وَيَتُوبَ ٱللَّهُ عَلَى ٱلْمُؤْمِنِينَ وَٱلْمُؤْمِنَـٰتِ ۗ وَكَانَ ٱللَّهُ غَفُورًا رَّحِيمًۢا,446,427,"[40.45, 569.789, 465.622, 613.288]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3570,33:8,33,8,73,٨:٣٣,"He will surely question the truthful about their truthfulness, and has prepared for the disbelievers (in this Quranic fact) a painful retribution.",لِّيَسْـَٔلَ ٱلصَّـٰدِقِينَ عَن صِدْقِهِمْ ۚ وَأَعَدَّ لِلْكَـٰفِرِينَ عَذَابًا أَلِيمًا,438,419,"[41.4, 124.601, 463.2, 142.301]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3571,33:9,33,9,73,٩:٣٣,"O you who believe, remember GOD’s blessing upon you when soldiers attacked you; we sent upon them violent wind, and invisible soldiers. GOD is Seer of everything you do.",يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱذْكُرُوا۟ نِعْمَةَ ٱللَّهِ عَلَيْكُمْ إِذْ جَآءَتْكُمْ جُنُودٌ فَأَرْسَلْنَا عَلَيْهِمْ رِيحًا وَجُنُودًا لَّمْ تَرَوْهَا ۚ وَكَانَ ٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرًا,438,419,"[41.65, 177.939, 430.016, 223.889]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3636,34:0,34,0,54,٠:٣٤,"In the name of God, Most Gracious, Most Merciful",بِسْمِ ٱللَّهِ ٱلرَّحْمَـٰنِ ٱلرَّحِيمِ,447,428,,standard unnumbered basmalah,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3637,34:1,34,1,54,١:٣٤,"Praise be to GOD, to whom belongs everything in the heavens and the earth. All praise is due to Him in the Hereafter, and He is the Most Wise, the Cognizant.",ٱلْحَمْدُ لِلَّهِ ٱلَّذِى لَهُۥ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ وَلَهُ ٱلْحَمْدُ فِى ٱلْءَاخِرَةِ ۚ وَهُوَ ٱلْحَكِيمُ ٱلْخَبِيرُ,447,428,"[40.45, 131.611, 272.722, 176.252]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3646,34:10,34,10,54,١٠:٣٤,"We endowed David with blessings from us: “O mountains, submit with him, and you too, O birds.” We softened the iron for him.",وَلَقَدْ ءَاتَيْنَا دَاوُۥدَ مِنَّا فَضْلًا ۖ يَـٰجِبَالُ أَوِّبِى مَعَهُۥ وَٱلطَّيْرَ ۖ وَأَلَنَّا لَهُ ٱلْحَدِيدَ,448,429,"[40.45, 215.952, 234.754, 270.552]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3647,34:11,34,11,54,١١:٣٤,"“You may make shields that fit perfectly, and work righteousness. I am Seer of everything you do.”",أَنِ ٱعْمَلْ سَـٰبِغَـٰتٍ وَقَدِّرْ فِى ٱلسَّرْدِ ۖ وَٱعْمَلُوا۟ صَـٰلِحًا ۖ إِنِّى بِمَا تَعْمَلُونَ بَصِيرٌ,448,429,"[40.9, 279.202, 235.668, 319.552]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
3648,34:12,34,12,54,١٢:٣٤,"And to Solomon we committed the wind in his service, traveling one month coming and one month going. And we caused a spring of oil to gush out for him. Also, the jinns worked for him, by his Lord’s leave. Any one of them who disregarded our commands, we subjected him to a severe punishment.",وَلِسُلَيْمَـٰنَ ٱلرِّيحَ غُدُوُّهَا شَهْرٌ وَرَوَاحُهَا شَهْرٌ ۖ وَأَسَلْنَا لَهُۥ عَيْنَ ٱلْقِطْرِ ۖ وَمِنَ ٱلْجِنِّ مَن يَعْمَلُ بَيْنَ يَدَيْهِ بِإِذْنِ رَبِّهِۦ ۖ وَمَن يَزِغْ مِنْهُمْ عَنْ أَمْرِنَا نُذِقْهُ مِنْ عَذَابِ ٱلسَّعِيرِ,448,429,"[41.15, 345.102, 251.264, 471.45]",embedded PDF OCR,,Canonical Uthmani transcription aligned to the Arabic facsimile panel on this page; ornamental glyph layout is preserved only in the source scan.
